speaker,label,logit,rms,s_along,s_orth,ve12,ve9,rog12,vmean12,vmean0
Martin Luther King,0,3.3081932067871094,0.028593907,-9.104712,64.05477,2.28768933981445,2.228819186243603,8.890843391418457,2.0719382762908936,2.36619234085083
Christopher Hitchens,1,6.995246410369873,0.05217946,3.105373,27.85522,2.653955784883274,2.7702360939408677,11.01356029510498,7.425645351409912,4.607473373413086
FDR,1,8.329373359680176,0.025595956,9.250044,37.38375,2.7014240577701116,2.538553917629123,10.712261199951172,5.093760013580322,3.7781271934509277
Alec Guinness,1,6.842447757720947,0.02506086,4.4903584,29.50136,2.864008968580362,2.744804896954077,10.856986999511719,5.668914794921875,4.802993297576904
Christopher Hitchens,0,5.9210357666015625,0.079899155,4.963765,27.175339,2.7729532340536265,2.7625784871772616,11.189980506896973,6.774746894836426,4.841814994812012
Alan Watts,1,6.242990970611572,0.008480641,-15.201916,71.07166,2.068844342693187,2.0036094427144446,8.549666404724121,2.705024003982544,2.060262680053711
Donald Trump,0,7.648531436920166,0.027280528,7.241062,31.549286,2.839368101542271,2.6239337579855047,10.781341552734375,5.4567365646362305,4.670249938964844
Bob Ross,1,6.00968074798584,0.012873358,-0.428733,34.5679,2.818274662047649,2.812744840484395,10.80098819732666,5.8644537925720215,4.157435417175293
The Notorious B.I.G.,1,5.774824619293213,0.036910232,4.5714736,30.371195,2.8270171565546796,2.8185268756179673,10.98480224609375,5.824773788452148,4.001779556274414
Christopher Hitchens,0,5.612057685852051,0.13189329,4.893099,27.36482,2.522093201991085,2.5804611659940635,10.87134838104248,6.854710578918457,4.889586448669434
Adam Driver,1,9.668292999267578,0.10656813,3.4927206,24.28961,2.8534097516286856,2.8208696733951206,11.103129386901855,8.132243156433105,5.554492473602295
Bill Clinton,1,6.153224945068359,0.030186791,4.6276784,24.229317,2.8583064458112704,2.768640236628102,11.140644073486328,7.060642719268799,4.874138832092285
The Notorious B.I.G.,1,7.495059013366699,0.05917933,7.9048247,36.8444,2.6595644766630326,2.745038087652752,11.030420303344727,5.386909008026123,3.5927791595458984
Christopher Hitchens,1,7.846853733062744,0.05603611,3.6152728,34.276127,2.890639462661664,2.8495410672281083,10.870378494262695,6.327231407165527,3.528578042984009
Alec Guinness,1,8.381095886230469,0.036343,5.795339,23.1252,2.73912763525844,2.653872872188442,11.126145362854004,7.252032279968262,5.188395023345947
Martin Luther King,1,1.885833501815796,0.12071294,8.181261,38.522385,2.684952563929275,2.67443743107193,10.537186622619629,5.192649841308594,3.95719051361084
Mark Zuckerberg,0,3.4127445220947266,0.083896466,7.5826716,32.57879,2.8699435301781966,2.735156872103742,10.608694076538086,6.168028831481934,5.32887077331543
Nelson Mandela,1,9.049583435058594,0.10387856,8.224533,25.48564,2.8291423618049576,2.684595815275723,11.314901351928711,7.7208251953125,5.024814128875732
Alec Guinness,1,9.3971586227417,0.034475062,4.916501,28.019432,2.851572163413852,2.735202842771594,10.886775970458984,6.540138244628906,4.996026992797852
Barack Obama,0,6.699885368347168,0.035220925,4.78897,26.479729,2.9444797533174714,2.8112203843731565,11.032079696655273,6.790316104888916,4.960220813751221
Barack Obama,1,4.484498977661133,0.027122064,1.5631943,31.612408,2.7966266723051447,2.791739986429578,10.782164573669434,6.155778884887695,3.999084949493408
Alec Guinness,1,8.597475051879883,0.028546639,4.246653,29.844492,2.745408230864723,2.7239649650787707,10.865614891052246,6.77037239074707,5.14381217956543
Ronald Reagan,1,6.26029109954834,0.02851404,2.8095999,23.72096,2.928174968154358,2.768118061861471,11.007145881652832,6.948431015014648,4.380319118499756
Bill Clinton,0,3.667959213256836,0.03593264,1.451007,35.868427,2.7951723104551642,2.818403690525532,10.59626579284668,5.302993297576904,3.939605712890625
Bill Clinton,0,5.090463638305664,0.035115827,6.2382517,26.391573,2.7757928085166315,2.8943991761928984,10.810747146606445,7.481454372406006,5.370427131652832
Bernie Sanders,0,3.7799580097198486,0.047540024,8.206132,33.6344,2.8526516405721747,2.83553907557687,10.857023239135742,6.305844783782959,4.980859756469727
Frank Sinatra,0,5.104460716247559,0.034381155,-3.6629326,43.363644,2.6328373441697397,2.5723300476007864,10.00693130493164,4.234776020050049,3.381350040435791
Nelson Mandela,1,5.628146171569824,0.06322503,-2.8817239,53.023514,2.411633944147682,2.5038690423407353,9.821784019470215,3.5825693607330322,2.807739496231079
Alec Guinness,0,6.242511749267578,0.020586474,-9.19464,62.90559,2.232382255257608,2.208722256783634,9.3038969039917,2.647425889968872,2.6132023334503174
Martin Luther King,0,5.713320732116699,0.10643166,7.918581,40.28921,2.7742056126846433,2.54571261979741,10.552811622619629,4.981806755065918,5.149675369262695
Alec Guinness,0,2.0824198722839355,0.017090458,-12.723686,84.368965,1.5839546218152054,1.4927276264100895,7.385377883911133,1.410514235496521,1.5593175888061523
Martin Luther King,0,8.126202583312988,0.118027136,8.51995,34.651367,2.617004136429909,2.6000232446227516,10.675642967224121,5.866010665893555,5.291273593902588
Alec Guinness,1,4.438124179840088,0.011787579,-9.317497,59.119156,2.415218936535283,2.342953469194792,9.298914909362793,3.347994327545166,3.0436604022979736
Alan Watts,1,4.708838939666748,0.041240126,1.705446,30.883415,2.843323414275037,2.896240074288277,10.693216323852539,6.3969221115112305,3.9350857734680176
Bernie Sanders,1,8.715195655822754,0.03670962,3.0320003,25.259846,2.6751998881403787,2.7327610807462444,10.605998992919922,6.955660343170166,5.3126540184021
Alec Guinness,0,7.007445335388184,0.047946405,-1.0020909,33.24687,2.686640561610111,2.761263981108608,10.833260536193848,5.340822219848633,4.16328763961792
JFK,0,3.4932422637939453,0.046115346,-0.8004436,38.696796,2.7887048066574036,2.642265568036411,10.328400611877441,4.690960884094238,3.746767282485962
George W. Bush,1,2.8937525749206543,0.0065307613,-15.084258,75.689026,1.7480064927301635,1.7303366564358342,8.267431259155273,2.320136070251465,1.653870940208435
Alec Guinness,1,6.712556838989258,0.04692034,6.251204,26.11508,2.720701386834995,2.77096121728325,10.863161087036133,6.904149532318115,4.966126918792725
Ayn Rand,1,3.2946279048919678,0.024282105,-5.9441795,55.401173,2.2507663034321523,2.467546749129218,9.717826843261719,4.424218654632568,2.9411160945892334
Alec Guinness,1,5.480799674987793,0.022121467,5.144019,31.480618,2.7593446924864597,2.5661676972513936,10.868578910827637,5.234012603759766,4.8278703689575195
Milton Friedman,1,5.703016757965088,0.015105741,2.2203693,39.105072,2.6833201147578034,2.7341086263457477,10.419654846191406,5.3800530433654785,3.104307174682617
Christopher Hitchens,0,8.521486282348633,0.1499741,5.3407106,28.412277,2.7298786586033077,2.6516390083871464,11.082398414611816,7.073131561279297,5.228241443634033
Barack Obama,0,3.010812997817993,0.023348486,6.4287653,36.391743,2.8966470754662192,2.8059110239168543,10.57148265838623,5.5975823402404785,4.6547441482543945
Bill Clinton,0,7.349402904510498,0.049817782,7.0214663,29.663681,2.7419270005513563,2.72455617766943,11.000046730041504,6.161980152130127,5.274333953857422
Ronald Reagan,1,8.344793319702148,0.061822604,1.6574411,25.260803,2.7846870152973207,2.78616987607631,10.866436958312988,6.7083635330200195,4.8136701583862305
Ayn Rand,0,-1.0107839107513428,0.02955708,-10.854389,83.58858,1.6125857423073064,1.6021753342922194,7.716732025146484,1.552748203277588,1.7222111225128174
Ayn Rand,1,6.980110168457031,0.043853197,8.347066,27.44212,2.6307286523210824,2.775891137540825,10.622420310974121,7.2179670333862305,4.969239234924316
Martin Luther King,1,5.565547943115234,0.0926986,4.545747,28.064693,2.7018518256183013,2.8084255459940652,10.7709379196167,6.767083168029785,4.315834999084473
Winston Churchill,1,7.206383228302002,0.02506676,6.745166,29.419552,2.721526187190008,2.6232423092633854,10.988797187805176,5.806034088134766,4.26140832901001
Martin Luther King,0,4.212311744689941,0.017725248,-6.4876614,51.476578,2.456332353847753,2.325426284829817,9.68952465057373,3.344989776611328,2.869307041168213
Queen Elizabeth II,1,3.028381109237671,0.017490808,-4.378797,50.6323,2.5395440396491926,2.488959714402574,9.769466400146484,4.275818824768066,3.16290283203125
Martin Luther King,1,5.034315586090088,0.060775846,7.598159,31.68154,2.889550790391057,2.8190293267854987,10.826684951782227,5.437911033630371,4.128358364105225
Winston Churchill,0,3.8368794918060303,0.09382163,-5.294096,53.711395,2.4234750376222185,2.525972537262506,9.589042663574219,3.7123420238494873,3.104731321334839
Bill Clinton,1,9.556621551513672,0.026674699,6.9447527,26.540863,2.7193836359612757,2.6810664362960517,11.029801368713379,7.332131862640381,4.562954425811768
Christopher Hitchens,1,7.596013069152832,0.04133285,2.5807905,25.322832,2.671242138565083,2.824713334488286,10.842300415039062,7.244976997375488,4.944077491760254
Donald Trump,0,5.03229284286499,0.107946254,4.2603455,28.77331,2.785032599380795,2.731546461713942,10.690939903259277,5.551697254180908,4.54144287109375
Nick Offerman,1,6.17044734954834,0.067226775,2.2483957,24.208225,2.7541807882929827,2.7295599380100564,10.904497146606445,6.961287021636963,5.040684700012207
Nelson Mandela,1,9.244888305664062,0.076678135,1.6078339,41.350624,2.8390021266207195,2.7789945786755625,10.502793312072754,4.665460586547852,3.463306427001953
Barack Obama,0,4.6139702796936035,0.04208792,2.616511,41.83841,2.888222376201259,2.7690749331217117,10.490997314453125,5.333259582519531,4.255607604980469
Christopher Hitchens,1,2.42142915725708,0.031847313,1.7626817,46.57298,2.501206360247834,2.414359618837136,10.202028274536133,4.229366302490234,2.9670910835266113
Bernie Sanders,0,4.4439496994018555,0.05787905,5.451771,28.813995,2.5316038804262613,2.6899813875481433,10.653035163879395,5.57424783706665,4.778707981109619
Alec Guinness,1,10.287277221679688,0.027500555,3.6542792,30.450975,2.6243004892173554,2.6539991589892584,10.551795959472656,6.177754878997803,4.46838903427124
Ayn Rand,0,3.3439371585845947,0.043326486,-12.115921,82.27368,1.6456840245091575,1.6256583347651037,7.937923908233643,1.868556261062622,1.732161283493042
Martin Luther King,0,4.178796768188477,0.11172095,8.54204,46.11499,2.70174261376212,2.69801195450409,10.274152755737305,5.331324577331543,5.429255962371826
Ayn Rand,0,4.267602920532227,0.12634294,3.1130056,25.794743,2.643302662420058,2.8233470176907933,10.42723274230957,6.925885200500488,5.39525032043457
Ayn Rand,1,2.978623151779175,0.02194389,-3.1155932,44.915287,2.61426429619004,2.5846889286963135,10.069157600402832,4.41761589050293,3.3133156299591064
Dwight Eisenhower,0,5.013944149017334,0.022625145,1.3790147,38.59285,2.864347541289723,2.6794468776693563,10.540729522705078,5.361946105957031,4.376737117767334
Alec Guinness,1,3.4479494094848633,0.012171608,-9.75824,63.32388,2.1705719135950456,2.3004902940370466,9.252443313598633,3.503831624984741,2.6891698837280273
Ronald Reagan,0,6.831390380859375,0.11706127,5.036875,24.060163,2.811864123408738,2.9003352370124507,10.781564712524414,7.339941024780273,5.21852445602417
Ronald Reagan,1,7.232924938201904,0.052031808,3.8582115,24.96758,2.6959538505457243,2.6610195133381307,10.768465042114258,7.773599147796631,5.323634624481201
Barack Obama,0,2.8727548122406006,0.03473375,-2.828709,38.12567,2.7193277572530876,2.6951538835644606,10.590002059936523,5.401951313018799,3.8623855113983154
Christopher Hitchens,0,2.9990739822387695,0.037653357,-13.927517,72.115456,1.6966508644543006,1.788943737643077,8.633444786071777,1.791380763053894,1.7928180694580078
Winston Churchill,0,5.435574531555176,0.03765529,8.8139105,28.71766,2.8326494736654872,2.7490624873052676,10.96580982208252,6.239272594451904,5.062896251678467
Alec Guinness,0,3.578545570373535,0.021520697,-11.802743,58.374023,2.289111324762954,2.3016525114589053,9.515952110290527,3.485868215560913,3.150296688079834
JFK,1,3.1678624153137207,0.009197637,-10.931923,56.99466,2.2956443859918947,2.3535900816067445,9.506559371948242,4.071843147277832,2.856440544128418
Alec Guinness,0,4.260318756103516,0.056360126,6.2238407,29.021122,2.807488336452846,2.668087329926191,10.841937065124512,5.999155044555664,5.355295181274414
Alec Guinness,0,9.242557525634766,0.085191466,6.7384996,28.121677,2.7663782856125185,2.647149265820745,10.800912857055664,5.243839263916016,4.518461227416992
Ronald Reagan,1,7.214692115783691,0.044065878,2.704155,25.907894,2.728818317181024,2.8395324849937573,10.803414344787598,7.214345455169678,5.040725231170654
The Notorious B.I.G.,1,4.713313102722168,0.01857725,-9.013924,75.7056,1.6101559866893926,1.7120631970366498,8.112934112548828,2.0920114517211914,1.720292329788208
Ayn Rand,1,6.216577529907227,0.04805595,7.6755333,28.46575,2.6617431887725753,2.6703097177000923,10.87497329711914,7.334083557128906,5.15089225769043
Christopher Hitchens,1,8.799407005310059,0.04489072,2.6884208,23.706839,2.6300810178674494,2.6949176047020265,11.199407577514648,7.6024370193481445,4.9408793449401855
Alec Guinness,1,6.703156471252441,0.057451986,5.7322865,27.191946,2.722955124646118,2.7162999795059704,10.836869239807129,5.950793743133545,4.521102428436279
Bill Clinton,1,3.852201461791992,0.025542255,2.9836912,24.900915,2.8242713229170726,2.7694379625045875,10.69264030456543,7.942526340484619,5.1065897941589355
Bill Clinton,0,2.837273359298706,0.062716365,6.7614026,28.248411,2.83019949458587,2.7027321884036577,10.868834495544434,5.984448432922363,4.60867977142334
Winston Churchill,0,4.852817058563232,0.036186144,7.620558,34.27453,2.866800789358697,2.8807642003461393,10.779577255249023,6.261675834655762,5.250776290893555
Alec Guinness,1,8.239906311035156,0.022307036,6.4748964,26.131779,2.683120140780783,2.6326738874455646,10.70097541809082,6.636784553527832,5.240656852722168
George W. Bush,1,5.32717752456665,0.02646763,6.350223,31.182611,2.882269733413755,2.8782386544271854,10.647001266479492,6.439238548278809,4.613340854644775
Ayn Rand,0,11.101591110229492,0.10066919,11.234228,32.53813,2.878475923370265,2.7359124163869106,11.153597831726074,6.800829887390137,5.418015480041504
Alec Guinness,1,5.804174423217773,0.03178245,4.888876,35.6691,2.7242021381104,2.672641458545585,10.665266036987305,5.388793468475342,4.805647373199463
Bernie Sanders,1,9.893054962158203,0.05849746,3.5211384,23.72503,2.7716606854081305,2.833944482521869,10.868529319763184,7.71730899810791,5.3111958503723145
FDR,0,6.2963409423828125,0.020261152,0.9985517,39.524815,2.7154343197699755,2.7935924417180913,10.326170921325684,4.914154052734375,3.893435001373291
Alec Guinness,1,4.266944408416748,0.007330161,-16.033659,76.60566,1.5606068626163196,1.626099842066605,8.246736526489258,2.127822160720825,1.7686091661453247
Barack Obama,0,7.87448787689209,0.026467878,4.886571,25.710945,2.7506612665529664,2.8839094141392927,10.999061584472656,7.631332874298096,5.154468536376953
Donald Trump,0,2.902608871459961,0.013767149,-7.858572,57.128635,2.312592408194661,2.371097262218846,9.603711128234863,3.7104101181030273,3.0668928623199463
Alexandria Ocasio-Cortez,0,2.4651026725769043,0.034645863,-1.5510999,43.03027,2.591047932070589,2.7258400182425846,10.260274887084961,5.032598972320557,4.032478332519531
Mark Zuckerberg,0,5.777909278869629,0.064491265,6.9763803,29.564344,2.897816570647309,2.7667763538937136,11.030903816223145,7.293519496917725,5.356418132781982
Winston Churchill,0,3.0300002098083496,0.038032595,4.771167,41.193924,2.7898693424816066,2.730149713722471,10.488914489746094,4.824105739593506,4.278841495513916
Barack Obama,1,8.326913833618164,0.034982577,7.3209734,30.697453,2.8609492858214636,2.8098252362401825,10.82258129119873,6.543410778045654,4.650543212890625
Barack Obama,0,4.8953938484191895,0.02794152,-0.7550607,45.319206,2.7359697694858287,2.7485649471843154,10.21987247467041,5.101472854614258,3.966935873031616
Kanye West,0,5.795759677886963,0.1006518,7.867015,31.009508,2.8643154477739614,2.7789057213883583,10.843958854675293,6.640233516693115,5.227389812469482
Bill Clinton,0,5.562713146209717,0.04267636,2.6523032,27.474684,2.8710735777023397,2.909305998837909,10.972925186157227,6.553589820861816,4.640824794769287
Barack Obama,0,7.858606338500977,0.019317301,1.1815422,32.132328,2.8571574883170143,2.791094144367826,10.777963638305664,5.91594123840332,4.1018290519714355
Christopher Hitchens,1,3.706153154373169,0.05476913,3.0256186,26.796215,2.7252096850042147,2.726060984616738,10.849028587341309,7.5781049728393555,4.911655902862549
Adam Driver,1,7.201104164123535,0.104323454,2.6288338,24.47517,2.7073098453342386,2.651002454021988,10.960198402404785,8.27610969543457,5.366611003875732
George W. Bush,1,5.083558559417725,0.014855323,-3.4024951,40.36165,2.717986761279222,2.6006564404382972,10.31363582611084,4.546317100524902,3.3891212940216064
Barack Obama,0,7.476859092712402,0.04486219,3.4962435,24.098446,2.76295035308807,2.8056577128493667,11.012558937072754,7.867299556732178,5.466440200805664
Norm MacDonald,1,6.714379787445068,0.06532421,2.904201,43.01856,2.6333494763423553,2.5672158840845904,10.40919017791748,4.05818510055542,2.8223283290863037
Alec Guinness,1,6.2880706787109375,0.022784796,-14.320091,81.94954,1.5883151237248159,1.653413656748797,7.728694915771484,1.4574904441833496,1.4491586685180664
Alec Guinness,0,2.974064350128174,0.01851921,-12.899152,81.206505,1.543135575701016,1.5073561772691895,7.277419090270996,1.207985281944275,1.6615580320358276
Scarlett Johansson,1,8.8611421585083,0.05591016,7.469608,21.297247,2.8281479771900964,2.7414382783174784,11.059259414672852,7.557028293609619,4.314850330352783
Robert Kardashian,0,7.542258262634277,0.04385793,6.739209,26.81465,2.7789211882210454,2.8475437918901725,10.507248878479004,6.454172611236572,4.892460823059082
Mark Zuckerberg,1,6.0532002449035645,0.025878334,0.9881797,36.699585,2.6632411575920827,2.7981250898578582,10.647775650024414,5.527503967285156,3.790264129638672
Christopher Hitchens,1,7.089029312133789,0.059309684,3.16511,24.218496,2.8749323032113154,2.775649308752913,11.158985137939453,6.905756950378418,4.534761905670166
Gilbert Gottfried,0,-0.38305363059043884,0.025925174,-6.034395,74.16378,1.958542059878042,1.8884911182957538,8.826820373535156,1.7282191514968872,1.7087284326553345
Ayn Rand,1,10.524849891662598,0.04067155,5.835679,24.477345,2.8440500151690853,2.618603027125406,11.114883422851562,6.755506992340088,4.455977439880371
Ronald Reagan,1,8.483362197875977,0.059857663,4.892084,24.408295,2.752446870822972,2.7613443406763523,11.091785430908203,7.312270641326904,4.672055721282959
Bernie Sanders,1,7.829703330993652,0.03863428,0.86488724,24.141766,2.613311235130809,2.714911898925965,10.76530933380127,7.415683269500732,5.155694961547852
Lyndon Johnson,0,7.473902225494385,0.061460525,2.1857462,34.090714,2.8127764301522142,2.6691638410144862,10.493697166442871,4.911720275878906,3.9493277072906494
Bill Clinton,1,3.782470703125,0.018531179,-7.1356583,53.803146,2.39575737033173,2.4161778326264916,9.693310737609863,3.7784061431884766,2.6368491649627686
Alec Guinness,1,9.160053253173828,0.05066285,6.098583,26.001291,2.6586760255441755,2.6217567446559427,10.690595626831055,6.9264235496521,4.730925559997559
Mark Zuckerberg,1,4.266350269317627,0.03927847,0.21143496,33.643963,2.8767629004372757,2.848926740880557,10.720320701599121,5.65626335144043,3.7901804447174072
Louis Farrakhan,0,1.5361632108688354,0.09701413,1.0157139,43.2603,2.7404077322899876,2.5963950250023626,10.404644966125488,4.1578898429870605,3.4419097900390625
Gilbert Gottfried,1,11.43838882446289,0.061325673,6.9885254,28.71934,2.593729086242319,2.627737667382703,10.709892272949219,5.826992034912109,4.558828353881836
Richard Nixon,0,6.5988569259643555,0.08566474,4.985729,28.407585,2.681806467421673,2.7381689122834065,10.798005104064941,5.831158638000488,4.839221000671387
Christopher Hitchens,1,5.963759422302246,0.028851984,3.7709837,36.265995,2.780976211802913,2.7121679498525566,10.879985809326172,5.883238792419434,3.724822998046875
Bill Clinton,1,4.439964294433594,0.019256543,-3.350054,39.553555,2.694057382838974,2.723281570851562,10.610960006713867,5.555594444274902,3.667081356048584
Bernie Sanders,0,6.5073137283325195,0.07627948,10.4228945,37.678905,2.7448415086848037,2.6946872511337228,10.617921829223633,5.023251056671143,4.787511825561523
Nelson Mandela,1,8.340948104858398,0.097115226,8.898534,28.21303,2.8611250689230325,2.7522380476814043,11.187211990356445,7.141083717346191,4.760544300079346
Milton Friedman,0,6.853860855102539,0.12333503,6.414092,30.780771,2.572160175254881,2.728231777399894,10.617223739624023,5.8133463859558105,4.5165629386901855
Ayn Rand,1,6.093039512634277,0.030623708,9.741627,24.460133,2.700861205096149,2.6823234707446186,11.139488220214844,7.716344833374023,4.903872013092041
Donald Trump,0,5.523909568786621,0.043815877,7.3644323,24.449707,2.6727644587542327,2.6636752502796504,10.87920093536377,5.991129398345947,4.309483528137207
Ronald Reagan,1,7.884289741516113,0.03614058,-0.396141,22.232729,2.7283223523820133,2.698174208471469,10.955554008483887,7.272112846374512,5.157224178314209
Alec Guinness,1,9.683402061462402,0.040596854,6.2684245,30.338387,2.676286219581534,2.6898369577711274,10.693591117858887,5.715286731719971,4.803509712219238
Ronald Reagan,0,5.410490036010742,0.119979136,8.088327,31.322874,2.693609671936576,2.7233288534277196,10.806794166564941,5.798349857330322,4.666357040405273
Winston Churchill,1,0.26279231905937195,0.005369722,-17.005959,87.35413,1.5575987783265257,1.5008227094518642,7.251165390014648,1.618442177772522,1.3477283716201782
Christopher Hitchens,1,5.103295803070068,0.016135255,-1.1676811,32.065506,2.74432770553408,2.8526236080811507,10.963876724243164,7.0037736892700195,4.138121604919434
Richard Nixon,1,2.984694004058838,0.02646777,3.4163332,26.621092,2.7942426191312015,2.6911311989551234,10.826169967651367,6.3705244064331055,4.658286094665527
Ronald Reagan,1,5.669120788574219,0.032221396,-1.3362764,22.798044,2.74167935209137,2.8095024083415816,10.752294540405273,7.7171406745910645,5.2121500968933105
Ronald Reagan,1,6.482513427734375,0.06446293,0.25963962,23.683125,2.875611486509908,2.847633066572323,11.0892915725708,6.684962272644043,4.169799327850342
Donald Trump,0,3.6522412300109863,0.0275333,0.6927058,33.717358,2.8131165491550676,2.652200241507494,10.605514526367188,4.51706075668335,3.74324107170105
Ayn Rand,0,3.137688636779785,0.114192195,6.4634013,29.319746,2.78890236965704,2.8571347940911322,10.616766929626465,5.717826843261719,4.690399646759033
JFK,0,4.750919342041016,0.046287563,4.8856926,31.204296,2.911511441273638,2.8690758847327977,10.96059513092041,6.47343111038208,4.549463272094727
Ronald Reagan,1,9.396100044250488,0.038691763,1.3072197,22.735962,2.760325216709951,2.755717179635264,11.078761100769043,7.88233757019043,4.859748840332031
Mark Zuckerberg,1,7.481171131134033,0.04789887,-1.7810869,33.24539,2.8848690424547154,2.802437504709695,10.816813468933105,6.133055686950684,3.9486405849456787
Martin Luther King,1,3.9705379009246826,0.027027361,-10.901169,68.72644,2.0253884812642933,2.0031216547145587,8.901033401489258,2.3476316928863525,2.0153720378875732
Bernie Sanders,1,7.029648780822754,0.054855183,3.172072,25.41167,2.8123947511103142,2.6380407513911894,11.091778755187988,7.044548034667969,4.357580184936523
George W. Bush,1,5.351438522338867,0.015274709,-2.044823,35.95395,2.759679350097726,2.8002902246317567,10.503097534179688,5.4128241539001465,3.9084579944610596
Bill Burr,1,8.948400497436523,0.031258803,5.2231407,24.342817,2.808392620535222,2.873090962428386,11.060311317443848,7.756789684295654,4.7259626388549805
Donald Trump,0,4.209793567657471,0.035433244,-3.665588,47.6715,2.5960066356713702,2.5916250457388528,9.993391036987305,4.223099231719971,3.3911044597625732
Alec Guinness,1,7.8856611251831055,0.03014116,4.0506716,26.317144,2.735007716731191,2.722586993537414,10.903916358947754,6.022143363952637,4.625896453857422
Bernie Sanders,0,1.4020267724990845,0.04423231,0.8410541,40.60675,2.794669305265281,2.7631756639428886,10.64249038696289,5.104824542999268,4.070520401000977
Alec Guinness,1,6.638948440551758,0.0586913,5.845999,22.760593,2.8713637068064055,2.7456203693319714,11.133488655090332,7.531281471252441,4.966394901275635
JFK,1,2.457569122314453,0.017060556,-5.622054,54.486526,2.4635358076669656,2.4690520067525705,9.731001853942871,3.560384750366211,2.697237730026245
Ayn Rand,0,5.504117965698242,0.08979568,10.466902,25.64401,2.850339800264967,2.7600880946829625,11.12772274017334,7.077862739562988,5.161458492279053
Bernie Sanders,1,7.9850358963012695,0.046137583,3.2656603,28.653429,2.8200940652855513,2.799694413372076,11.182083129882812,7.0178141593933105,4.882419109344482
Donald Trump,1,4.193541049957275,0.018360827,-6.9828315,42.5044,2.5877900257349165,2.6032701139528944,10.121719360351562,4.508918762207031,3.0245871543884277
Alec Guinness,1,7.62925386428833,0.021337733,2.476351,27.922783,2.788990813632392,2.6338642185737444,10.99898624420166,6.629385471343994,4.8995280265808105
Winston Churchill,1,5.509293556213379,0.022951502,8.400451,27.366154,2.7685798170936446,2.729041390705549,11.264596939086914,6.423949241638184,3.970773220062256
Bernie Sanders,1,8.86850357055664,0.053685207,2.417701,23.30715,2.8119124187956106,2.773368652838311,11.061933517456055,7.564520835876465,5.1246018409729
Ronald Reagan,0,3.7859630584716797,0.08121289,3.830792,26.389702,2.85085752967096,2.849168874601545,10.866201400756836,6.556188583374023,4.6307172775268555
Mark Zuckerberg,1,7.410151481628418,0.06502697,5.608287,22.620224,2.6822354247009894,2.8870691937338133,10.965985298156738,8.178054809570312,5.2252278327941895
Queen Elizabeth II,1,5.054949760437012,0.021974003,10.262424,25.7645,2.8650604132750574,2.767481508773166,11.15128231048584,6.726574420928955,4.8805928230285645
Alec Guinness,1,3.5014495849609375,0.010658011,-11.75291,65.4877,2.198260719891862,2.1597429251966873,9.218605041503906,2.9738502502441406,2.555898427963257
Alec Guinness,0,3.949204921722412,0.04575428,4.261835,27.705204,2.791621795342314,2.7576355217101387,10.569300651550293,6.159782409667969,5.1568098068237305
The Notorious B.I.G.,1,4.516175270080566,0.02677321,-13.875904,69.5311,1.8739844390795557,1.8639664093189972,8.805452346801758,2.84122896194458,1.9461109638214111
Barack Obama,0,7.709097862243652,0.06434698,5.996748,28.830898,2.7593259915377697,2.7273159482944846,10.679624557495117,6.959883213043213,5.532589912414551
Barack Obama,0,9.041706085205078,0.038941514,4.132164,27.616068,2.8316667965734768,2.8606647912647065,10.382951736450195,6.770454406738281,5.428802490234375
Bernie Sanders,1,9.505180358886719,0.039141715,3.0207844,29.43695,2.710712702997969,2.684987946530441,10.50491714477539,7.0435261726379395,5.228884220123291
Donald Trump,0,4.485248565673828,0.020384416,1.5969452,37.388157,2.7216961887567055,2.6572552601292974,10.543187141418457,4.042457580566406,3.6178369522094727
Ronald Reagan,1,5.268787384033203,0.045186482,1.3600152,23.990122,2.6972943605259143,2.725224854838406,10.780537605285645,6.6782636642456055,5.003765106201172
Donald Trump,0,2.1945137977600098,0.03290688,-9.063206,57.348244,2.4137016652374523,2.3524733753132474,9.273943901062012,3.176758050918579,2.960787296295166
Alec Guinness,1,8.103873252868652,0.024743086,5.471237,31.717962,2.703120969044416,2.715162849714689,10.897359848022461,5.852797031402588,4.945291042327881
Boris Johnson,1,8.1491060256958,0.046546105,7.621323,32.21204,2.7661122316760203,2.7997197776120917,10.654729843139648,7.1769609451293945,4.990955829620361
Bernie Sanders,1,4.963171005249023,0.038689643,1.7919788,27.573185,2.7536388556950824,2.585434727614997,10.975074768066406,6.828273296356201,4.562067985534668
Scarlett Johansson,0,4.997601509094238,0.0406006,7.042238,26.678236,2.762170206418011,2.655555136089148,11.207466125488281,8.001123428344727,5.484214782714844
Barack Obama,0,8.379944801330566,0.04385131,4.436053,30.068453,2.8633452827015464,2.886532064005694,10.7914457321167,7.105939865112305,5.360250949859619
JFK,1,5.433830261230469,0.06681444,5.4111605,37.961197,2.7807910922620405,2.8505036799928725,10.708327293395996,6.637796878814697,4.596075057983398
Scarlett Johansson,1,6.303051471710205,0.05400866,9.766495,26.11609,2.7751687449796805,2.8875718108791646,10.887465476989746,7.415975093841553,4.386837482452393
JFK,0,2.699622631072998,0.021450337,-12.177099,66.43918,2.1694493101370425,2.255282260945202,9.103675842285156,3.433443546295166,2.636031150817871
Donald Trump,0,6.424577713012695,0.02830654,5.5905037,25.542486,2.8421743773123684,2.8441413063984564,11.139324188232422,7.327484130859375,5.065186977386475
