split,path,label,system_id,hf_idx
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan_large/LJ036-0187_gen.wav,1,ljspeech_melgan_large,
train,__hf__,0,librispeech,2913
train,__hf__,0,librispeech,7175
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T33/task1/team33_intra-TEM1_SEF1_E30004.wav,1,VCC2020_T33,
train,__hf__,0,librispeech,13362
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T29/task1/team29_intra-TEF2_SEF2_E30001.wav,1,VCC2020_T29,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T08/task1/team08_intra-TEM1_SEF2_E30002.wav,1,VCC2020_T08,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T03/task1/team03_intra-TEM1_SEF1_E30002.wav,1,VCC2020_T03,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ002-0077_gen.wav,1,ljspeech_full_band_melgan,
train,__hf__,0,librispeech,8770
train,__hf__,0,librispeech,5449
train,__hf__,0,librispeech,18708
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T23/task1/team23_intra-TEM1_SEF1_E30004.wav,1,VCC2020_T23,
train,__hf__,0,librispeech,14317
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T12/task1/team12_intra-TEF2_SEM2_E30004.wav,1,VCC2020_T12,
train,__hf__,0,librispeech,4544
train,__hf__,0,librispeech,475
train,__hf__,0,librispeech,13703
train,__hf__,0,librispeech,4035
train,__hf__,0,librispeech,27857
train,__hf__,0,librispeech,24830
train,__hf__,0,librispeech,21088
train,__hf__,0,librispeech,26071
train,__hf__,0,librispeech,19581
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T18/task1/team18_intra-TEM2_SEM2_E30005.wav,1,VCC2020_T18,
train,__hf__,0,librispeech,15787
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T31/task1/team31_intra-TEM1_SEM1_E30004.wav,1,VCC2020_T31,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T28/task1/team28_intra-TEM1_SEM2_E30003.wav,1,VCC2020_T28,
train,__hf__,0,librispeech,10774
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_multi_band_melgan/LJ011-0029_gen.wav,1,ljspeech_multi_band_melgan,
train,__hf__,0,librispeech,15943
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan/LJ035-0129_gen.wav,1,ljspeech_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_6096.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ031-0129_gen.wav,1,ljspeech_parallel_wavegan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_7004.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,__hf__,0,librispeech,13817
train,__hf__,0,librispeech,28493
train,__hf__,0,librispeech,23770
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_waveglow/LJ008-0091.wav,1,ljspeech_waveglow,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan/LJ004-0167_gen.wav,1,ljspeech_melgan,
train,__hf__,0,librispeech,12966
train,__hf__,0,librispeech,17362
train,__hf__,0,librispeech,12333
train,__hf__,0,librispeech,18831
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T27/task1/team27_intra-TEM2_SEF2_E30002.wav,1,VCC2020_T27,
train,__hf__,0,librispeech,26229
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T10/task1/team10_intra-TEM1_SEF1_E30005.wav,1,VCC2020_T10,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T01/task1/team01_intra-TEF2_SEM2_E30003.wav,1,VCC2020_T01,
train,__hf__,0,librispeech,25405
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T02/task1/team02_intra-TEF1_SEM2_E30001.wav,1,VCC2020_T02,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_multi_band_melgan/LJ004-0048_gen.wav,1,ljspeech_multi_band_melgan,
train,__hf__,0,librispeech,16111
train,__hf__,0,librispeech,263
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ042-0064_gen.wav,1,ljspeech_parallel_wavegan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ021-0037_gen.wav,1,ljspeech_full_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T14/task1/team14_intra-TEF1_SEF2_E30003.wav,1,VCC2020_T14,
train,__hf__,0,librispeech,1544
train,__hf__,0,librispeech,2761
train,__hf__,0,librispeech,14581
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T29/task1/team29_intra-TEF1_SEF1_E30004.wav,1,VCC2020_T29,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan/LJ037-0195_gen.wav,1,ljspeech_melgan,
train,__hf__,0,librispeech,13155
train,__hf__,0,librispeech,16855
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ042-0006_gen.wav,1,ljspeech_parallel_wavegan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ042-0044_gen.wav,1,ljspeech_full_band_melgan,
train,__hf__,0,librispeech,8283
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T14/task1/team14_intra-TEF2_SEF2_E30004.wav,1,VCC2020_T14,
train,__hf__,0,librispeech,4838
train,__hf__,0,librispeech,804
train,__hf__,0,librispeech,5362
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_waveglow/LJ004-0197.wav,1,ljspeech_waveglow,
train,__hf__,0,librispeech,13339
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan/LJ010-0185_gen.wav,1,ljspeech_melgan,
train,__hf__,0,librispeech,15830
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ016-0067_gen.wav,1,ljspeech_parallel_wavegan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ014-0075_gen.wav,1,ljspeech_full_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T32/task1/team32_intra-TEF2_SEM2_E30004.wav,1,VCC2020_T32,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan/LJ005-0292_gen.wav,1,ljspeech_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T17/task1/team17_intra-TEF1_SEF1_E30005.wav,1,VCC2020_T17,
train,__hf__,0,librispeech,21279
train,__hf__,0,librispeech,437
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T31/task1/team31_intra-TEM1_SEF2_E30001.wav,1,VCC2020_T31,
train,__hf__,0,librispeech,20392
train,__hf__,0,librispeech,24679
train,__hf__,0,librispeech,7576
train,__hf__,0,librispeech,1793
train,__hf__,0,librispeech,25070
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T04/task1/team04_intra-TEM2_SEM2_E30002.wav,1,VCC2020_T04,
train,__hf__,0,librispeech,9860
train,__hf__,0,librispeech,6487
train,__hf__,0,librispeech,1292
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T31/task1/team31_intra-TEM2_SEM1_E30002.wav,1,VCC2020_T31,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ031-0184_gen.wav,1,ljspeech_parallel_wavegan,
train,__hf__,0,librispeech,17634
train,__hf__,0,librispeech,25940
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T26/task1/team26_intra-TEF2_SEF2_E30003.wav,1,VCC2020_T26,
train,__hf__,0,librispeech,22464
train,__hf__,0,librispeech,15297
train,__hf__,0,librispeech,10466
train,__hf__,0,librispeech,5451
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T19/task1/team19_intra-TEF1_SEF2_E30002.wav,1,VCC2020_T19,
train,__hf__,0,librispeech,24461
train,__hf__,0,librispeech,27161
train,__hf__,0,librispeech,11441
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T02/task1/team02_intra-TEM1_SEF1_E30005.wav,1,VCC2020_T02,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_3177.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,__hf__,0,librispeech,23032
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_5070.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,__hf__,0,librispeech,6228
train,__hf__,0,librispeech,5436
train,__hf__,0,librispeech,19237
train,__hf__,0,librispeech,27808
train,__hf__,0,librispeech,9125
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ033-0191_gen.wav,1,ljspeech_parallel_wavegan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T18/task1/team18_intra-TEM2_SEM2_E30004.wav,1,VCC2020_T18,
train,__hf__,0,librispeech,17171
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ015-0072_gen.wav,1,ljspeech_parallel_wavegan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T21/task1/team21_intra-TEM1_SEF1_E30001.wav,1,VCC2020_T21,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_hifiGAN/LJ012-0287_generated.wav,1,ljspeech_hifiGAN,
train,__hf__,0,librispeech,17370
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T27/task1/team27_intra-TEM1_SEF2_E30002.wav,1,VCC2020_T27,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_waveglow/LJ029-0189.wav,1,ljspeech_waveglow,
train,__hf__,0,librispeech,11381
train,__hf__,0,librispeech,9375
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T08/task1/team08_intra-TEF1_SEM2_E30004.wav,1,VCC2020_T08,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_waveglow/LJ034-0156.wav,1,ljspeech_waveglow,
train,__hf__,0,librispeech,25565
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_waveglow/LJ013-0159.wav,1,ljspeech_waveglow,
train,__hf__,0,librispeech,23154
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan/LJ017-0244_gen.wav,1,ljspeech_melgan,
train,__hf__,0,librispeech,15771
train,__hf__,0,librispeech,28103
train,__hf__,0,librispeech,28156
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T14/task1/team14_intra-TEM1_SEF2_E30005.wav,1,VCC2020_T14,
train,__hf__,0,librispeech,5859
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_hifiGAN/LJ002-0176_generated.wav,1,ljspeech_hifiGAN,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T07/task1/team07_intra-TEF2_SEM2_E30001.wav,1,VCC2020_T07,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ032-0024_gen.wav,1,ljspeech_parallel_wavegan,
train,__hf__,0,librispeech,4561
train,__hf__,0,librispeech,24940
train,__hf__,0,librispeech,11166
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T10/task1/team10_intra-TEM1_SEF1_E30002.wav,1,VCC2020_T10,
train,__hf__,0,librispeech,14673
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ006-0268_gen.wav,1,ljspeech_parallel_wavegan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ037-0224_gen.wav,1,ljspeech_full_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T25/task1/team25_intra-TEM1_SEM1_E30004.wav,1,VCC2020_T25,
train,__hf__,0,librispeech,13753
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ031-0007_gen.wav,1,ljspeech_parallel_wavegan,
train,__hf__,0,librispeech,26050
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ011-0039_gen.wav,1,ljspeech_full_band_melgan,
train,__hf__,0,librispeech,10399
train,__hf__,0,librispeech,11677
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T13/task1/team13_intra-TEM1_SEF2_E30004.wav,1,VCC2020_T13,
train,__hf__,0,librispeech,26345
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T25/task1/team25_intra-TEM2_SEM1_E30004.wav,1,VCC2020_T25,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T01/task1/team01_intra-TEM1_SEF1_E30002.wav,1,VCC2020_T01,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T16/task1/team16_intra-TEM1_SEF1_E30005.wav,1,VCC2020_T16,
train,__hf__,0,librispeech,23310
train,__hf__,0,librispeech,8214
train,__hf__,0,librispeech,10191
train,__hf__,0,librispeech,5412
train,__hf__,0,librispeech,102
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan/LJ049-0053_gen.wav,1,ljspeech_melgan,
train,__hf__,0,librispeech,14544
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ041-0105_gen.wav,1,ljspeech_full_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan_large/LJ030-0024_gen.wav,1,ljspeech_melgan_large,
train,__hf__,0,librispeech,28291
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_multi_band_melgan/LJ034-0054_gen.wav,1,ljspeech_multi_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T13/task1/team13_intra-TEF1_SEF1_E30001.wav,1,VCC2020_T13,
train,__hf__,0,librispeech,9889
train,__hf__,0,librispeech,5394
train,__hf__,0,librispeech,26289
train,__hf__,0,librispeech,15699
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T32/task1/team32_intra-TEF1_SEM2_E30004.wav,1,VCC2020_T32,
train,__hf__,0,librispeech,16177
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_hifiGAN/LJ048-0023_generated.wav,1,ljspeech_hifiGAN,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T01/task1/team01_intra-TEM2_SEF2_E30001.wav,1,VCC2020_T01,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T14/task1/team14_intra-TEM2_SEF1_E30004.wav,1,VCC2020_T14,
train,__hf__,0,librispeech,4350
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_multi_band_melgan/LJ028-0163_gen.wav,1,ljspeech_multi_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T32/task1/team32_intra-TEM1_SEF2_E30001.wav,1,VCC2020_T32,
train,__hf__,0,librispeech,8209
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan/LJ008-0230_gen.wav,1,ljspeech_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan/LJ045-0088_gen.wav,1,ljspeech_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ025-0170_gen.wav,1,ljspeech_parallel_wavegan,
train,__hf__,0,librispeech,28101
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_hifiGAN/LJ003-0089_generated.wav,1,ljspeech_hifiGAN,
train,__hf__,0,librispeech,6238
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T13/task1/team13_intra-TEM1_SEM1_E30003.wav,1,VCC2020_T13,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_waveglow/LJ048-0127.wav,1,ljspeech_waveglow,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T32/task1/team32_intra-TEM2_SEF2_E30003.wav,1,VCC2020_T32,
train,__hf__,0,librispeech,16680
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T32/task1/team32_intra-TEM2_SEM2_E30004.wav,1,VCC2020_T32,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T33/task1/team33_intra-TEF1_SEF2_E30003.wav,1,VCC2020_T33,
train,__hf__,0,librispeech,5237
train,__hf__,0,librispeech,13361
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_multi_band_melgan/LJ042-0249_gen.wav,1,ljspeech_multi_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T20/task1/team20_intra-TEF1_SEM2_E30002.wav,1,VCC2020_T20,
train,__hf__,0,librispeech,5761
train,__hf__,0,librispeech,4555
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T02/task1/team02_intra-TEM2_SEM2_E30002.wav,1,VCC2020_T02,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T11/task1/team11_intra-TEM1_SEF2_E30005.wav,1,VCC2020_T11,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T10/task1/team10_intra-TEM1_SEM1_E30002.wav,1,VCC2020_T10,
train,__hf__,0,librispeech,18023
train,__hf__,0,librispeech,18321
train,__hf__,0,librispeech,24948
train,__hf__,0,librispeech,7031
train,__hf__,0,librispeech,15934
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T13/task1/team13_intra-TEF1_SEF2_E30001.wav,1,VCC2020_T13,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T24/task1/team24_intra-TEF1_SEM2_E30003.wav,1,VCC2020_T24,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T33/task1/team33_intra-TEF1_SEM2_E30005.wav,1,VCC2020_T33,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T06/task1/team06_intra-TEF1_SEF2_E30003.wav,1,VCC2020_T06,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T25/task1/team25_intra-TEF2_SEM2_E30003.wav,1,VCC2020_T25,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T20/task1/team20_intra-TEF1_SEF1_E30003.wav,1,VCC2020_T20,
train,__hf__,0,librispeech,17427
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ040-0005_gen.wav,1,ljspeech_parallel_wavegan,
train,__hf__,0,librispeech,11165
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_hifiGAN/LJ018-0049_generated.wav,1,ljspeech_hifiGAN,
train,__hf__,0,librispeech,19408
train,__hf__,0,librispeech,18636
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ034-0195_gen.wav,1,ljspeech_parallel_wavegan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T31/task1/team31_intra-TEM1_SEM1_E30002.wav,1,VCC2020_T31,
train,__hf__,0,librispeech,5125
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T21/task1/team21_intra-TEF1_SEM2_E30003.wav,1,VCC2020_T21,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_multi_band_melgan/LJ034-0102_gen.wav,1,ljspeech_multi_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_multi_band_melgan/LJ045-0222_gen.wav,1,ljspeech_multi_band_melgan,
train,__hf__,0,librispeech,2887
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_multi_band_melgan/LJ004-0062_gen.wav,1,ljspeech_multi_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T29/task1/team29_intra-TEM2_SEF1_E30005.wav,1,VCC2020_T29,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ029-0099_gen.wav,1,ljspeech_parallel_wavegan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_hifiGAN/LJ022-0111_generated.wav,1,ljspeech_hifiGAN,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T08/task1/team08_intra-TEM2_SEM1_E30003.wav,1,VCC2020_T08,
train,__hf__,0,librispeech,18722
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T28/task1/team28_intra-TEM2_SEF2_E30005.wav,1,VCC2020_T28,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_hifiGAN/LJ012-0089_generated.wav,1,ljspeech_hifiGAN,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan_large/LJ019-0079_gen.wav,1,ljspeech_melgan_large,
train,__hf__,0,librispeech,14401
train,__hf__,0,librispeech,1827
train,__hf__,0,librispeech,11583
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_hifiGAN/LJ029-0037_generated.wav,1,ljspeech_hifiGAN,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ022-0203_gen.wav,1,ljspeech_parallel_wavegan,
train,__hf__,0,librispeech,9105
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T08/task1/team08_intra-TEF1_SEF2_E30002.wav,1,VCC2020_T08,
train,__hf__,0,librispeech,25117
train,__hf__,0,librispeech,4679
train,__hf__,0,librispeech,18783
train,__hf__,0,librispeech,5368
train,__hf__,0,librispeech,8883
train,__hf__,0,librispeech,21408
train,__hf__,0,librispeech,2891
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T06/task1/team06_intra-TEF2_SEF2_E30002.wav,1,VCC2020_T06,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T08/task1/team08_intra-TEM1_SEM1_E30004.wav,1,VCC2020_T08,
train,__hf__,0,librispeech,25228
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ022-0060_gen.wav,1,ljspeech_full_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan/LJ012-0265_gen.wav,1,ljspeech_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_10892.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,__hf__,0,librispeech,11000
train,__hf__,0,librispeech,16961
train,__hf__,0,librispeech,18669
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T17/task1/team17_intra-TEF1_SEF1_E30001.wav,1,VCC2020_T17,
train,__hf__,0,librispeech,11797
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T18/task1/team18_intra-TEF1_SEM1_E30004.wav,1,VCC2020_T18,
train,__hf__,0,librispeech,6390
