system,label,C,T,rog_L12,vel_L9
MegaTTS3,spoof,-11.087090492248535,2.8135981389335853,11.087090492248535,2.8135981389335853
MegaTTS3,spoof,-10.336429595947266,2.798775646571282,10.336429595947266,2.798775646571282
MegaTTS3,spoof,-10.528038024902344,2.8529341015762504,10.528038024902344,2.8529341015762504
MegaTTS3,spoof,-10.99085521697998,2.717365049771281,10.99085521697998,2.717365049771281
MegaTTS3,spoof,-10.580648422241211,2.764180701626824,10.580648422241211,2.764180701626824
MegaTTS3,spoof,-10.907234191894531,2.8564299515606737,10.907234191894531,2.8564299515606737
MegaTTS3,spoof,-10.509119987487793,2.81635050655473,10.509119987487793,2.81635050655473
MegaTTS3,spoof,-10.93576717376709,2.838106542618023,10.93576717376709,2.838106542618023
MegaTTS3,spoof,-11.028120040893555,2.822556019027261,11.028120040893555,2.822556019027261
MegaTTS3,spoof,-11.103981971740723,2.729628733820078,11.103981971740723,2.729628733820078
MegaTTS3,spoof,-10.48946475982666,2.647307487591669,10.48946475982666,2.647307487591669
MegaTTS3,spoof,-11.244894027709961,2.7271215048955346,11.244894027709961,2.7271215048955346
MeloTTS,spoof,-10.608148574829102,2.6371382404156636,10.608148574829102,2.6371382404156636
MeloTTS,spoof,-10.839910507202148,2.6293681446866106,10.839910507202148,2.6293681446866106
MeloTTS,spoof,-10.839764595031738,2.815283611512333,10.839764595031738,2.815283611512333
MeloTTS,spoof,-10.895586013793945,2.662213272909136,10.895586013793945,2.662213272909136
MeloTTS,spoof,-10.588284492492676,2.8153240380967195,10.588284492492676,2.8153240380967195
MeloTTS,spoof,-10.885431289672852,2.764028399824607,10.885431289672852,2.764028399824607
MeloTTS,spoof,-10.7109956741333,2.7892972928169693,10.7109956741333,2.7892972928169693
MeloTTS,spoof,-10.763690948486328,2.7741184350583095,10.763690948486328,2.7741184350583095
MeloTTS,spoof,-10.828948020935059,2.7406083956701806,10.828948020935059,2.7406083956701806
MeloTTS,spoof,-11.041889190673828,2.801073894046552,11.041889190673828,2.801073894046552
MeloTTS,spoof,-10.811530113220215,2.7942949809948576,10.811530113220215,2.7942949809948576
MeloTTS,spoof,-10.937671661376953,2.7479750870129283,10.937671661376953,2.7479750870129283
MeloTTS,spoof,-11.039026260375977,2.7847466254546718,11.039026260375977,2.7847466254546718
Metavoice-1B,spoof,-10.917513847351074,2.8350558654964506,10.917513847351074,2.8350558654964506
Metavoice-1B,spoof,-10.893930435180664,2.8081247994014693,10.893930435180664,2.8081247994014693
Metavoice-1B,spoof,-3.7916665077209473,2.126099137250439,3.7916665077209473,2.126099137250439
Metavoice-1B,spoof,-11.081246376037598,2.7208715631301343,11.081246376037598,2.7208715631301343
Metavoice-1B,spoof,-11.23119831085205,2.7780968522989116,11.23119831085205,2.7780968522989116
Metavoice-1B,spoof,-11.07227611541748,2.8687103939341805,11.07227611541748,2.8687103939341805
Metavoice-1B,spoof,-11.23653507232666,2.728569712699801,11.23653507232666,2.728569712699801
Metavoice-1B,spoof,-11.410242080688477,2.7632509263668212,11.410242080688477,2.7632509263668212
Metavoice-1B,spoof,-10.76795482635498,2.665371871824669,10.76795482635498,2.665371871824669
Metavoice-1B,spoof,-11.201605796813965,2.7740524323721436,11.201605796813965,2.7740524323721436
Metavoice-1B,spoof,-10.986063957214355,2.775786270335706,10.986063957214355,2.775786270335706
Metavoice-1B,spoof,-11.022353172302246,2.786011352700056,11.022353172302246,2.786011352700056
Metavoice-1B,spoof,-11.021076202392578,2.7904306332122513,11.021076202392578,2.7904306332122513
Metavoice-1B,spoof,-10.77018928527832,2.7448866193225228,10.77018928527832,2.7448866193225228
Microsoft VibeVoice 1.5B,spoof,-10.953932762145996,2.773137212497532,10.953932762145996,2.773137212497532
Microsoft VibeVoice 1.5B,spoof,-10.630722045898438,2.7481922431488917,10.630722045898438,2.7481922431488917
Microsoft VibeVoice 1.5B,spoof,-10.737364768981934,2.814634207286245,10.737364768981934,2.814634207286245
Microsoft VibeVoice 1.5B,spoof,-10.981208801269531,2.8370695848282956,10.981208801269531,2.8370695848282956
Microsoft VibeVoice 1.5B,spoof,-10.970952033996582,2.811145130887258,10.970952033996582,2.811145130887258
Microsoft VibeVoice 1.5B,spoof,-10.695212364196777,2.784086953881717,10.695212364196777,2.784086953881717
Microsoft VibeVoice 1.5B,spoof,-11.206853866577148,2.8467500195936424,11.206853866577148,2.8467500195936424
Microsoft VibeVoice 1.5B,spoof,-10.935240745544434,2.7601057584165805,10.935240745544434,2.7601057584165805
Microsoft VibeVoice 1.5B,spoof,-10.794002532958984,2.719706129240432,10.794002532958984,2.719706129240432
Microsoft VibeVoice 1.5B,spoof,-11.070037841796875,2.7849499865669514,11.070037841796875,2.7849499865669514
Microsoft VibeVoice 1.5B,spoof,-10.952973365783691,2.625102983850691,10.952973365783691,2.625102983850691
Microsoft VibeVoice 1.5B,spoof,-10.847907066345215,2.798344200716779,10.847907066345215,2.798344200716779
Microsoft VibeVoice 1.5B,spoof,-11.133368492126465,2.7095417112091633,11.133368492126465,2.7095417112091633
Microsoft VibeVoice Large,spoof,-10.727197647094727,2.8231575797039974,10.727197647094727,2.8231575797039974
Microsoft VibeVoice Large,spoof,-10.614699363708496,2.846879332879806,10.614699363708496,2.846879332879806
Microsoft VibeVoice Large,spoof,-10.69733715057373,2.7436640197319533,10.69733715057373,2.7436640197319533
Microsoft VibeVoice Large,spoof,-10.761819839477539,2.7870191730259317,10.761819839477539,2.7870191730259317
Microsoft VibeVoice Large,spoof,-10.89414119720459,2.736765904683081,10.89414119720459,2.736765904683081
Microsoft VibeVoice Large,spoof,-10.883769035339355,2.7723250973171045,10.883769035339355,2.7723250973171045
Microsoft VibeVoice Large,spoof,-10.859480857849121,2.813196502923141,10.859480857849121,2.813196502923141
Microsoft VibeVoice Large,spoof,-10.744585990905762,2.743636769863754,10.744585990905762,2.743636769863754
Microsoft VibeVoice Large,spoof,-10.581396102905273,2.8850185935126107,10.581396102905273,2.8850185935126107
Microsoft VibeVoice Large,spoof,-10.786904335021973,2.7559547557493334,10.786904335021973,2.7559547557493334
Microsoft VibeVoice Large,spoof,-10.85178279876709,2.8180674948159234,10.85178279876709,2.8180674948159234
Microsoft VibeVoice Large,spoof,-11.06722354888916,2.697580286833122,11.06722354888916,2.697580286833122
Microsoft VibeVoice Large,spoof,-10.60339069366455,2.659070060045903,10.60339069366455,2.659070060045903
Microsoft VibeVoice Large,spoof,-11.127842903137207,2.7755090862250604,11.127842903137207,2.7755090862250604
Microsoft VibeVoice Large,spoof,-10.759284019470215,2.7337300824864217,10.759284019470215,2.7337300824864217
Microsoft VibeVoice Large,spoof,-10.090036392211914,2.927252663380235,10.090036392211914,2.927252663380235
Microsoft VibeVoice Large,spoof,-10.686102867126465,2.7309360900296045,10.686102867126465,2.7309360900296045
MiniCPM-o-2.6,spoof,-10.35871696472168,2.772600803356656,10.35871696472168,2.772600803356656
MiniCPM-o-2.6,spoof,-10.125970840454102,2.791225703390983,10.125970840454102,2.791225703390983
MiniCPM-o-2.6,spoof,-11.030584335327148,2.7971806272029753,11.030584335327148,2.7971806272029753
MiniCPM-o-2.6,spoof,-10.343283653259277,2.814835289460728,10.343283653259277,2.814835289460728
MiniCPM-o-2.6,spoof,-10.93558120727539,2.8494815716669906,10.93558120727539,2.8494815716669906
MiniCPM-o-2.6,spoof,-11.023953437805176,2.8725546479908357,11.023953437805176,2.8725546479908357
MiniCPM-o-2.6,spoof,-10.664430618286133,2.739790017200088,10.664430618286133,2.739790017200088
MiniCPM-o-2.6,spoof,-10.859275817871094,2.832820380141038,10.859275817871094,2.832820380141038
MiniCPM-o-2.6,spoof,-10.855514526367188,2.7249553679371386,10.855514526367188,2.7249553679371386
MiniCPM-o-2.6,spoof,-11.092000961303711,2.7863306817597997,11.092000961303711,2.7863306817597997
MiniCPM-o-2.6,spoof,-10.809914588928223,2.7410939228253914,10.809914588928223,2.7410939228253914
MiniCPM-o-2.6,spoof,-10.76812744140625,2.6253271310242634,10.76812744140625,2.6253271310242634
MiniCPM-o-2.6,spoof,-11.038689613342285,2.83354955932116,11.038689613342285,2.83354955932116
MiniCPM-o-2.6,spoof,-10.762526512145996,2.7870895244357206,10.762526512145996,2.7870895244357206
MiniCPM-o-2.6,spoof,-10.833592414855957,2.877886235228974,10.833592414855957,2.877886235228974
MiniCPM-o-2.6,spoof,-10.018986701965332,2.8815708510015856,10.018986701965332,2.8815708510015856
MiniCPM-o-2.6,spoof,-9.011943817138672,2.7798556682614786,9.011943817138672,2.7798556682614786
MiniCPM-o-2.6,spoof,-10.784894943237305,2.850148261878786,10.784894943237305,2.850148261878786
MiniCPM-o-2.6,spoof,-10.606154441833496,2.840004386556157,10.606154441833496,2.840004386556157
MiniCPM-o-2.6,spoof,-11.036720275878906,2.752433441880571,11.036720275878906,2.752433441880571
Nari Dia-1.6B,spoof,-7.341074466705322,1.227870070145939,7.341074466705322,1.227870070145939
Nari Dia-1.6B,spoof,-10.730202674865723,2.8293575786593657,10.730202674865723,2.8293575786593657
Nari Dia-1.6B,spoof,-10.597281455993652,2.6954521738382455,10.597281455993652,2.6954521738382455
Nari Dia-1.6B,spoof,-10.388833999633789,2.8465984464134038,10.388833999633789,2.8465984464134038
Nari Dia-1.6B,spoof,-10.872623443603516,2.788876398051543,10.872623443603516,2.788876398051543
Nari Dia-1.6B,spoof,-10.551151275634766,2.8079898528564073,10.551151275634766,2.8079898528564073
Nari Dia-1.6B,spoof,-10.784590721130371,2.7717984736559584,10.784590721130371,2.7717984736559584
Nari Dia-1.6B,spoof,-10.42019271850586,2.8291108296731817,10.42019271850586,2.8291108296731817
Nari Dia-1.6B,spoof,-10.903081893920898,2.8086972841626467,10.903081893920898,2.8086972841626467
Nari Dia-1.6B,spoof,-10.73227596282959,2.8373769228345997,10.73227596282959,2.8373769228345997
Nari Dia-1.6B,spoof,-10.69187068939209,2.7837848729838726,10.69187068939209,2.7837848729838726
Nari Dia2,spoof,-10.807418823242188,2.8582725837630885,10.807418823242188,2.8582725837630885
Nari Dia2,spoof,-10.362845420837402,2.8890598556468943,10.362845420837402,2.8890598556468943
Nari Dia2,spoof,-10.802928924560547,2.8242106114721857,10.802928924560547,2.8242106114721857
Nari Dia2,spoof,-9.147140502929688,2.8715344815681667,9.147140502929688,2.8715344815681667
Nari Dia2,spoof,-10.56226634979248,2.90054884877631,10.56226634979248,2.90054884877631
Nari Dia2,spoof,-10.895428657531738,2.7412502235306944,10.895428657531738,2.7412502235306944
Nari Dia2,spoof,-10.779336929321289,2.8435348862180936,10.779336929321289,2.8435348862180936
Nari Dia2,spoof,-11.054747581481934,2.7211755808351543,11.054747581481934,2.7211755808351543
Nari Dia2,spoof,-10.96452522277832,2.7726887422069115,10.96452522277832,2.7726887422069115
Nari Dia2,spoof,-10.99186897277832,2.754341174534565,10.99186897277832,2.754341174534565
Nari Dia2,spoof,-11.005636215209961,2.8759976250660593,11.005636215209961,2.8759976250660593
NeuTTS-Air,spoof,-10.683232307434082,2.762163673774841,10.683232307434082,2.762163673774841
NeuTTS-Air,spoof,-11.27481746673584,2.7646187585375825,11.27481746673584,2.7646187585375825
NeuTTS-Air,spoof,-10.069465637207031,2.8414680612446075,10.069465637207031,2.8414680612446075
NeuTTS-Air,spoof,-10.722722053527832,2.7193206237103658,10.722722053527832,2.7193206237103658
NeuTTS-Air,spoof,-10.964885711669922,2.794512813549595,10.964885711669922,2.794512813549595
NeuTTS-Air,spoof,-11.043573379516602,2.881376434533752,11.043573379516602,2.881376434533752
NeuTTS-Air,spoof,-10.630867004394531,2.668349449088755,10.630867004394531,2.668349449088755
NeuTTS-Air,spoof,-11.059975624084473,2.7437165714447938,11.059975624084473,2.7437165714447938
NeuTTS-Air,spoof,-11.065585136413574,2.8362939638214644,11.065585136413574,2.8362939638214644
NeuTTS-Air,spoof,-10.625120162963867,2.835672180823743,10.625120162963867,2.835672180823743
NeuTTS-Air,spoof,-10.878225326538086,2.833653502039979,10.878225326538086,2.833653502039979
NeuTTS-Air,spoof,-10.851951599121094,2.848141032424061,10.851951599121094,2.848141032424061
NeuTTS-Air,spoof,-11.195355415344238,2.73389074808424,11.195355415344238,2.73389074808424
NeuTTS-Air,spoof,-10.931561470031738,2.865240162986044,10.931561470031738,2.865240162986044
NeuTTS-Air,spoof,-10.398307800292969,2.720944807058808,10.398307800292969,2.720944807058808
NeuTTS-Air,spoof,-10.84327507019043,2.8170771087141526,10.84327507019043,2.8170771087141526
OpenVoiceV2,spoof,-11.339058876037598,2.7989894330729057,11.339058876037598,2.7989894330729057
OpenVoiceV2,spoof,-11.034658432006836,2.8300101806030757,11.034658432006836,2.8300101806030757
OpenVoiceV2,spoof,-11.044307708740234,2.6911895292475485,11.044307708740234,2.6911895292475485
OpenVoiceV2,spoof,-10.622111320495605,2.6935677971107763,10.622111320495605,2.6935677971107763
OpenVoiceV2,spoof,-10.766736030578613,2.8647863274594485,10.766736030578613,2.8647863274594485
OpenVoiceV2,spoof,-11.251643180847168,2.6121488566246738,11.251643180847168,2.6121488566246738
OpenVoiceV2,spoof,-10.906643867492676,2.815467190323961,10.906643867492676,2.815467190323961
OpenVoiceV2,spoof,-10.465431213378906,2.9252134151033484,10.465431213378906,2.9252134151033484
OpenVoiceV2,spoof,-10.766268730163574,2.8285253204209493,10.766268730163574,2.8285253204209493
OpenVoiceV2,spoof,-11.296060562133789,2.696555682913743,11.296060562133789,2.696555682913743
OpenVoiceV2,spoof,-10.839119911193848,2.841835078476422,10.839119911193848,2.841835078476422
OpenVoiceV2,spoof,-11.063484191894531,2.8002748161246087,11.063484191894531,2.8002748161246087
OpenVoiceV2,spoof,-10.998987197875977,2.7711136035773007,10.998987197875977,2.7711136035773007
OpenVoiceV2,spoof,-11.08715534210205,2.748989679710063,11.08715534210205,2.748989679710063
OpenVoiceV2,spoof,-11.03812313079834,2.7148208724524667,11.03812313079834,2.7148208724524667
Openaudio-S1-Mini,spoof,-10.719632148742676,2.8042376457860123,10.719632148742676,2.8042376457860123
Openaudio-S1-Mini,spoof,-10.934270858764648,2.834600008653022,10.934270858764648,2.834600008653022
Openaudio-S1-Mini,spoof,-10.865614891052246,2.8651927453374912,10.865614891052246,2.8651927453374912
Openaudio-S1-Mini,spoof,-10.45761489868164,2.7773032240393474,10.45761489868164,2.7773032240393474
Openaudio-S1-Mini,spoof,-10.722023963928223,2.84896542219537,10.722023963928223,2.84896542219537
Openaudio-S1-Mini,spoof,-10.587676048278809,2.7743514943828185,10.587676048278809,2.7743514943828185
Openaudio-S1-Mini,spoof,-10.634054183959961,2.889766952469575,10.634054183959961,2.889766952469575
Openaudio-S1-Mini,spoof,-10.611228942871094,2.8657998652775882,10.611228942871094,2.8657998652775882
Openaudio-S1-Mini,spoof,-10.560565948486328,2.886114526107733,10.560565948486328,2.886114526107733
Openaudio-S1-Mini,spoof,-10.602323532104492,2.8483218258690077,10.602323532104492,2.8483218258690077
Openaudio-S1-Mini,spoof,-10.572471618652344,2.8537145799589796,10.572471618652344,2.8537145799589796
Openaudio-S1-Mini,spoof,-10.586593627929688,2.8438745001084853,10.586593627929688,2.8438745001084853
Openaudio-S1-Mini,spoof,-10.896916389465332,2.749200285797486,10.896916389465332,2.749200285797486
Openaudio-S1-Mini,spoof,-10.431086540222168,2.7843064644330835,10.431086540222168,2.7843064644330835
Openaudio-S1-Mini,spoof,-10.61568546295166,2.6850162049941053,10.61568546295166,2.6850162049941053
Openaudio-S1-Mini,spoof,-10.472538948059082,2.7848271319270275,10.472538948059082,2.7848271319270275
Openaudio-S1-Mini,spoof,-10.896187782287598,2.63990282992203,10.896187782287598,2.63990282992203
Openaudio-S1-Mini,spoof,-10.8020601272583,2.7938901540728733,10.8020601272583,2.7938901540728733
Openaudio-S1-Mini,spoof,-10.711469650268555,2.8092157725597504,10.711469650268555,2.8092157725597504
Openaudio-S1-Mini,spoof,-10.870471000671387,2.8700491862624053,10.870471000671387,2.8700491862624053
Openaudio-S1-Mini,spoof,-11.132233619689941,2.8360016485561292,11.132233619689941,2.8360016485561292
Openaudio-S1-Mini,spoof,-11.05109691619873,2.757684880003426,11.05109691619873,2.757684880003426
Openaudio-S1-Mini,spoof,-10.78947925567627,2.802288445308813,10.78947925567627,2.802288445308813
Openaudio-S1-Mini,spoof,-11.039070129394531,2.7888495944374556,11.039070129394531,2.7888495944374556
Openaudio-S1-Mini,spoof,-10.847200393676758,2.865533086597646,10.847200393676758,2.865533086597646
OuteTTS,spoof,-11.105790138244629,2.8100158876820225,11.105790138244629,2.8100158876820225
OuteTTS,spoof,-10.47075080871582,2.636685171334571,10.47075080871582,2.636685171334571
OuteTTS,spoof,-10.884344100952148,2.8279456181094966,10.884344100952148,2.8279456181094966
OuteTTS,spoof,-10.938077926635742,2.824443024313763,10.938077926635742,2.824443024313763
OuteTTS,spoof,-10.439499855041504,2.834364004385936,10.439499855041504,2.834364004385936
OuteTTS,spoof,-10.69662857055664,2.6906266946914594,10.69662857055664,2.6906266946914594
OuteTTS,spoof,-10.53662109375,2.774331256673,10.53662109375,2.774331256673
OuteTTS,spoof,-10.323922157287598,2.925101098493195,10.323922157287598,2.925101098493195
OuteTTS,spoof,-10.857041358947754,2.7366202774368107,10.857041358947754,2.7366202774368107
OuteTTS,spoof,-10.650678634643555,2.9008198620899437,10.650678634643555,2.9008198620899437
OuteTTS,spoof,-10.780437469482422,2.8070797038125908,10.780437469482422,2.8070797038125908
OuteTTS,spoof,-10.809052467346191,2.8557640190685603,10.809052467346191,2.8557640190685603
OuteTTS,spoof,-10.382795333862305,2.7609598789191216,10.382795333862305,2.7609598789191216
OuteTTS,spoof,-11.146930694580078,2.830109108739062,11.146930694580078,2.830109108739062
OuteTTS,spoof,-10.35968017578125,2.8648953778815205,10.35968017578125,2.8648953778815205
OuteTTS,spoof,-10.536014556884766,2.8504622108791295,10.536014556884766,2.8504622108791295
OuteTTS,spoof,-10.481805801391602,2.903092407164971,10.481805801391602,2.903092407164971
OuteTTS,spoof,-10.572080612182617,2.853997401995554,10.572080612182617,2.853997401995554
OuteTTS,spoof,-11.053383827209473,2.730353708985356,11.053383827209473,2.730353708985356
OuteTTS,spoof,-10.734612464904785,2.8014006110091234,10.734612464904785,2.8014006110091234
OuteTTS,spoof,-10.705767631530762,2.6312958739810184,10.705767631530762,2.6312958739810184
OuteTTS,spoof,-10.193426132202148,2.8493681514453777,10.193426132202148,2.8493681514453777
Qwen2.5-Omni,spoof,-10.894454956054688,2.7226151839807664,10.894454956054688,2.7226151839807664
Qwen2.5-Omni,spoof,-10.63443660736084,2.7044337872259807,10.63443660736084,2.7044337872259807
Qwen2.5-Omni,spoof,-10.959005355834961,2.7026298502835955,10.959005355834961,2.7026298502835955
Qwen2.5-Omni,spoof,-10.876396179199219,2.6646575153364243,10.876396179199219,2.6646575153364243
Qwen2.5-Omni,spoof,-10.84040641784668,2.814500445956722,10.84040641784668,2.814500445956722
Qwen2.5-Omni,spoof,-10.973891258239746,2.6460470919687413,10.973891258239746,2.6460470919687413
Qwen2.5-Omni,spoof,-10.75801944732666,2.7823594301856174,10.75801944732666,2.7823594301856174
Qwen2.5-Omni,spoof,-10.815108299255371,2.6340964641816327,10.815108299255371,2.6340964641816327
Qwen2.5-Omni,spoof,-11.05646800994873,2.8999673202933725,11.05646800994873,2.8999673202933725
Qwen2.5-Omni,spoof,-10.934965133666992,2.720675035789621,10.934965133666992,2.720675035789621
Qwen2.5-Omni,spoof,-10.626773834228516,2.8116142726854125,10.626773834228516,2.8116142726854125
Qwen2.5-Omni,spoof,-10.730874061584473,2.890644907438378,10.730874061584473,2.890644907438378
Qwen2.5-Omni,spoof,-10.880045890808105,2.6603358603923994,10.880045890808105,2.6603358603923994
Qwen2.5-Omni,spoof,-10.96771240234375,2.7031377578205102,10.96771240234375,2.7031377578205102
RVC,spoof,-10.840728759765625,2.7705016656956527,10.840728759765625,2.7705016656956527
RVC,spoof,-11.119418144226074,2.751817173641288,11.119418144226074,2.751817173641288
RVC,spoof,-10.835878372192383,2.7451930997891534,10.835878372192383,2.7451930997891534
RVC,spoof,-10.97929859161377,2.786144598566935,10.97929859161377,2.786144598566935
RVC,spoof,-10.662296295166016,2.740349438744223,10.662296295166016,2.740349438744223
RVC,spoof,-10.086606979370117,2.7114642827177633,10.086606979370117,2.7114642827177633
RVC,spoof,-11.209006309509277,2.6470808105324064,11.209006309509277,2.6470808105324064
RVC,spoof,-10.806800842285156,2.858866237307878,10.806800842285156,2.858866237307878
RVC,spoof,-10.866607666015625,2.7724381051451075,10.866607666015625,2.7724381051451075
RVC,spoof,-11.093066215515137,2.838996392815952,11.093066215515137,2.838996392815952
RVC,spoof,-10.829483032226562,2.817305443489057,10.829483032226562,2.817305443489057
RVC,spoof,-10.165299415588379,2.9266511881997817,10.165299415588379,2.9266511881997817
RVC,spoof,-10.765996932983398,2.85039510829323,10.765996932983398,2.85039510829323
RVC,spoof,-10.554152488708496,2.8370905956809196,10.554152488708496,2.8370905956809196
"Resemble.ai (April 12th, 2025)",spoof,-9.919997215270996,2.802809352510343,9.919997215270996,2.802809352510343
"Resemble.ai (April 12th, 2025)",spoof,-10.80185604095459,2.7903402209017196,10.80185604095459,2.7903402209017196
"Resemble.ai (April 12th, 2025)",spoof,-10.372756958007812,2.7454851214441174,10.372756958007812,2.7454851214441174
"Resemble.ai (April 12th, 2025)",spoof,-10.075346946716309,2.8635414292853123,10.075346946716309,2.8635414292853123
"Resemble.ai (April 12th, 2025)",spoof,-10.725225448608398,2.7856336878933843,10.725225448608398,2.7856336878933843
"Resemble.ai (April 12th, 2025)",spoof,-10.70396614074707,2.8745355694289763,10.70396614074707,2.8745355694289763
"Resemble.ai (April 12th, 2025)",spoof,-10.403238296508789,2.8895828838944984,10.403238296508789,2.8895828838944984
"Resemble.ai (April 12th, 2025)",spoof,-10.41757583618164,2.7916804921047444,10.41757583618164,2.7916804921047444
"Resemble.ai (April 12th, 2025)",spoof,-10.664836883544922,2.893769352368019,10.664836883544922,2.893769352368019
"Resemble.ai (April 12th, 2025)",spoof,-10.834993362426758,2.683873560505998,10.834993362426758,2.683873560505998
"Resemble.ai (April 12th, 2025)",spoof,-10.477741241455078,2.85116896961361,10.477741241455078,2.85116896961361
"Resemble.ai (April 12th, 2025)",spoof,-10.611836433410645,2.887819893095232,10.611836433410645,2.887819893095232
"Resemble.ai (April 12th, 2025)",spoof,-10.723227500915527,2.6252851937333865,10.723227500915527,2.6252851937333865
"Resemble.ai (April 12th, 2025)",spoof,-11.085834503173828,2.713961147109056,11.085834503173828,2.713961147109056
"Resemble.ai (April 12th, 2025)",spoof,-11.034461975097656,2.7422793021817506,11.034461975097656,2.7422793021817506
"Resemble.ai (April 12th, 2025)",spoof,-10.13637638092041,2.7696919732375878,10.13637638092041,2.7696919732375878
"Resemble.ai (April 12th, 2025)",spoof,-10.341817855834961,2.7822749570580734,10.341817855834961,2.7822749570580734
"Resemble.ai (April 12th, 2025)",spoof,-10.803974151611328,2.8014329738780614,10.803974151611328,2.8014329738780614
Ringg Squirrel TTS v1.0,spoof,-10.803426742553711,2.8097227417674406,10.803426742553711,2.8097227417674406
Ringg Squirrel TTS v1.0,spoof,-10.957745552062988,2.7603614225272564,10.957745552062988,2.7603614225272564
Ringg Squirrel TTS v1.0,spoof,-11.203198432922363,2.7155569257436825,11.203198432922363,2.7155569257436825
Ringg Squirrel TTS v1.0,spoof,-10.35364818572998,2.827268880495786,10.35364818572998,2.827268880495786
Ringg Squirrel TTS v1.0,spoof,-11.145564079284668,2.7690712158351656,11.145564079284668,2.7690712158351656
Ringg Squirrel TTS v1.0,spoof,-11.012402534484863,2.737676353707958,11.012402534484863,2.737676353707958
Ringg Squirrel TTS v1.0,spoof,-11.222979545593262,2.6716444998411166,11.222979545593262,2.6716444998411166
Ringg Squirrel TTS v1.0,spoof,-10.961913108825684,2.8251512668209107,10.961913108825684,2.8251512668209107
Ringg Squirrel TTS v1.0,spoof,-10.7797269821167,2.847287329486855,10.7797269821167,2.847287329486855
Ringg Squirrel TTS v1.0,spoof,-10.523086547851562,2.714908478241291,10.523086547851562,2.714908478241291
Ringg Squirrel TTS v1.0,spoof,-11.209238052368164,2.656989066055409,11.209238052368164,2.656989066055409
Ringg Squirrel TTS v1.0,spoof,-11.297005653381348,2.6351163613512334,11.297005653381348,2.6351163613512334
Ringg Squirrel TTS v1.0,spoof,-11.154768943786621,2.6422560767599435,11.154768943786621,2.6422560767599435
Ringg Squirrel TTS v1.0,spoof,-10.907814025878906,2.672768029136812,10.907814025878906,2.672768029136812
Ringg Squirrel TTS v1.0,spoof,-11.07956314086914,2.7456114529629074,11.07956314086914,2.7456114529629074
Ringg Squirrel TTS v1.0,spoof,-11.424171447753906,2.6912993245981194,11.424171447753906,2.6912993245981194
Ringg Squirrel TTS v1.0,spoof,-10.920943260192871,2.7743491493300527,10.920943260192871,2.7743491493300527
Ringg Squirrel TTS v1.0,spoof,-10.702204704284668,2.772815298326691,10.702204704284668,2.772815298326691
SoulX-Podcast,spoof,-10.697623252868652,2.7636362581206892,10.697623252868652,2.7636362581206892
SoulX-Podcast,spoof,-10.69639778137207,2.801364358792598,10.69639778137207,2.801364358792598
SoulX-Podcast,spoof,-10.865498542785645,2.8120405849708416,10.865498542785645,2.8120405849708416
SoulX-Podcast,spoof,-10.662117958068848,2.8800200569038963,10.662117958068848,2.8800200569038963
SoulX-Podcast,spoof,-10.821884155273438,2.799321519447197,10.821884155273438,2.799321519447197
SoulX-Podcast,spoof,-10.744501113891602,2.7239682579441835,10.744501113891602,2.7239682579441835
SoulX-Podcast,spoof,-10.973673820495605,2.7894184450627013,10.973673820495605,2.7894184450627013
SoulX-Podcast,spoof,-11.273468017578125,2.7578629324124093,11.273468017578125,2.7578629324124093
SoulX-Podcast,spoof,-10.947362899780273,2.7936105242381672,10.947362899780273,2.7936105242381672
SoulX-Podcast,spoof,-10.737249374389648,2.737233396870985,10.737249374389648,2.737233396870985
SoulX-Podcast,spoof,-10.343798637390137,2.8870770841373212,10.343798637390137,2.8870770841373212
SoulX-Podcast,spoof,-10.626522064208984,2.6784776722925003,10.626522064208984,2.6784776722925003
Spark-TTS-0.5B,spoof,-10.653268814086914,2.7547744405378833,10.653268814086914,2.7547744405378833
Spark-TTS-0.5B,spoof,-11.01445484161377,2.8567887189670556,11.01445484161377,2.8567887189670556
Spark-TTS-0.5B,spoof,-10.93918514251709,2.6126498051769995,10.93918514251709,2.6126498051769995
Spark-TTS-0.5B,spoof,-10.85883617401123,2.7668094898725593,10.85883617401123,2.7668094898725593
Spark-TTS-0.5B,spoof,-10.77350902557373,2.8635129073763825,10.77350902557373,2.8635129073763825
Spark-TTS-0.5B,spoof,-10.560205459594727,2.869645114744976,10.560205459594727,2.869645114744976
Spark-TTS-0.5B,spoof,-10.77357006072998,2.875209586676687,10.77357006072998,2.875209586676687
Spark-TTS-0.5B,spoof,-10.52238655090332,2.892424168796092,10.52238655090332,2.892424168796092
Spark-TTS-0.5B,spoof,-10.519269943237305,2.8974319367890207,10.519269943237305,2.8974319367890207
Spark-TTS-0.5B,spoof,-10.834897994995117,2.838374343074393,10.834897994995117,2.838374343074393
Spark-TTS-0.5B,spoof,-10.749377250671387,2.7327882759957594,10.749377250671387,2.7327882759957594
Spark-TTS-0.5B,spoof,-10.873146057128906,2.9018965052958583,10.873146057128906,2.9018965052958583
Spark-TTS-0.5B,spoof,-10.963740348815918,2.867432927609853,10.963740348815918,2.867432927609853
Spark-TTS-0.5B,spoof,-10.547560691833496,2.8277487181917236,10.547560691833496,2.8277487181917236
Spark-TTS-0.5B,spoof,-10.7445650100708,2.8033248352688234,10.7445650100708,2.8033248352688234
