attack,label,C,T,rog_L12,vel_L9,logit_GOAT,logit_robust_GOAT
A07,1,-10.542095184326172,2.7270836762206243,10.542095184326172,2.7270836762206243,3.9368326663970947,7.4961442947387695
-,0,-10.554186820983887,2.8640968127344095,10.554186820983887,2.8640968127344095,-5.60931921005249,-5.785920143127441
A09,1,-10.878325462341309,2.749674167392795,10.878325462341309,2.749674167392795,6.765618324279785,7.641234397888184
A08,1,-10.584166526794434,2.9075987587103804,10.584166526794434,2.9075987587103804,5.086773872375488,4.177731513977051
A19,1,-11.077189445495605,2.7600589849258177,11.077189445495605,2.7600589849258177,5.131471633911133,-0.45681822299957275
A12,1,-10.975229263305664,2.713921478416106,10.975229263305664,2.713921478416106,5.205315113067627,6.833782196044922
A07,1,-10.912104606628418,2.83225138886839,10.912104606628418,2.83225138886839,5.964463233947754,6.948741912841797
A09,1,-10.371981620788574,2.69719751070905,10.371981620788574,2.69719751070905,4.352338790893555,2.871920108795166
A18,1,-10.543249130249023,2.6701907103298805,10.543249130249023,2.6701907103298805,-3.1989500522613525,-1.8381277322769165
-,0,-10.644950866699219,2.823160792570075,10.644950866699219,2.823160792570075,-3.6499602794647217,-2.8563027381896973
-,0,-10.812847137451172,2.831601401338803,10.812847137451172,2.831601401338803,-3.7731809616088867,-0.9097920060157776
A18,1,-10.347821235656738,2.80936450021015,10.347821235656738,2.80936450021015,6.2371625900268555,7.088009834289551
A16,1,-11.281214714050293,2.56792802818213,11.281214714050293,2.56792802818213,3.3135221004486084,7.709541320800781
-,0,-10.18803882598877,2.8066519751084917,10.18803882598877,2.8066519751084917,-8.280081748962402,-7.706986427307129
A09,1,-11.15818977355957,2.76774307098486,11.15818977355957,2.76774307098486,5.65178108215332,7.543768882751465
A07,1,-10.850469589233398,2.788829974535728,10.850469589233398,2.788829974535728,5.293696403503418,7.758182048797607
-,0,-10.806039810180664,2.700889092958301,10.806039810180664,2.700889092958301,-0.29782527685165405,0.08547445386648178
-,0,-10.951923370361328,2.7346207045803794,10.951923370361328,2.7346207045803794,-5.721012115478516,-7.609964370727539
-,0,-10.908754348754883,2.8338042599816973,10.908754348754883,2.8338042599816973,-6.152835369110107,-6.130408763885498
-,0,-10.791107177734375,2.769813610765641,10.791107177734375,2.769813610765641,-5.772867202758789,-0.6593104600906372
A19,1,-10.796899795532227,2.7716557246473004,10.796899795532227,2.7716557246473004,-2.141347646713257,-0.564376950263977
-,0,-11.218558311462402,2.711191721307144,11.218558311462402,2.711191721307144,-5.04335880279541,-2.2459733486175537
-,0,-10.950555801391602,2.7377793321341333,10.950555801391602,2.7377793321341333,-6.945554733276367,-7.618029594421387
-,0,-10.995041847229004,2.774967762668936,10.995041847229004,2.774967762668936,-1.3575509786605835,-4.6009111404418945
A12,1,-10.636756896972656,2.8278937280844514,10.636756896972656,2.8278937280844514,5.36863899230957,5.9929986000061035
A17,1,-11.363704681396484,2.6933432017888563,11.363704681396484,2.6933432017888563,6.465592861175537,8.166436195373535
A09,1,-10.882826805114746,2.87483548531287,10.882826805114746,2.87483548531287,8.906960487365723,9.594858169555664
A12,1,-10.184779167175293,2.790867618961184,10.184779167175293,2.790867618961184,4.2751383781433105,5.180759429931641
A16,1,-9.520209312438965,2.8001133497857214,9.520209312438965,2.8001133497857214,2.8158650398254395,5.471064567565918
-,0,-10.654487609863281,2.79051746084412,10.654487609863281,2.79051746084412,-8.940911293029785,-0.20974895358085632
A09,1,-11.289299964904785,2.7500430807559213,11.289299964904785,2.7500430807559213,5.23560905456543,7.400749206542969
A09,1,-11.056081771850586,2.6241989828717194,11.056081771850586,2.6241989828717194,3.4924285411834717,4.119992256164551
-,0,-11.087420463562012,2.7747474116769575,11.087420463562012,2.7747474116769575,-4.085095405578613,-2.8151793479919434
-,0,-11.12001895904541,2.7065625640239364,11.12001895904541,2.7065625640239364,-14.592130661010742,-5.266756057739258
A07,1,-11.035262107849121,2.876310511925897,11.035262107849121,2.876310511925897,5.715724468231201,7.380499362945557
A11,1,-10.982464790344238,2.5820985128100213,10.982464790344238,2.5820985128100213,-0.713830292224884,4.701562881469727
A17,1,-11.211438179016113,2.791520831911696,11.211438179016113,2.791520831911696,4.504540920257568,6.775289058685303
-,0,-11.143856048583984,2.848162991102177,11.143856048583984,2.848162991102177,-5.971489906311035,-7.15608024597168
A07,1,-11.143805503845215,2.700694019234872,11.143805503845215,2.700694019234872,6.307805061340332,5.493258476257324
A14,1,-10.930094718933105,2.7405253224655906,10.930094718933105,2.7405253224655906,-0.5781238675117493,2.6548287868499756
-,0,-11.174201011657715,2.8181384748949307,11.174201011657715,2.8181384748949307,-10.013482093811035,-5.708871841430664
-,0,-10.828975677490234,2.791199731812883,10.828975677490234,2.791199731812883,-9.946798324584961,-8.150226593017578
-,0,-11.169509887695312,2.7053507034047954,11.169509887695312,2.7053507034047954,-5.9037885665893555,-6.16057014465332
A17,1,-11.139107704162598,2.797614857160404,11.139107704162598,2.797614857160404,6.357083320617676,7.248895645141602
A19,1,-11.218644142150879,2.718595723857747,11.218644142150879,2.718595723857747,5.085570335388184,5.711463928222656
-,0,-10.690902709960938,2.798426539811759,10.690902709960938,2.798426539811759,-10.778122901916504,-2.5986742973327637
-,0,-10.749308586120605,2.814036211534122,10.749308586120605,2.814036211534122,-1.9167953729629517,-4.217047691345215
A11,1,-11.045392036437988,2.7456648724681525,11.045392036437988,2.7456648724681525,4.974828243255615,6.102718353271484
A10,1,-9.974838256835938,2.6223159202402537,9.974838256835938,2.6223159202402537,2.1923084259033203,0.6096323132514954
-,0,-11.392183303833008,2.780119247932694,11.392183303833008,2.780119247932694,-3.0555226802825928,-4.978884696960449
A18,1,-11.142231941223145,2.6623715690338283,11.142231941223145,2.6623715690338283,0.42154669761657715,1.1313910484313965
-,0,-11.22800064086914,2.850037128476464,11.22800064086914,2.850037128476464,-5.26029109954834,-3.9507641792297363
-,0,-11.156067848205566,2.813922062651236,11.156067848205566,2.813922062651236,-1.7975369691848755,0.1569228172302246
A17,1,-11.217023849487305,2.6799405618801484,11.217023849487305,2.6799405618801484,6.340142250061035,8.179082870483398
A13,1,-11.154932022094727,2.793828841586239,11.154932022094727,2.793828841586239,6.746894836425781,6.721075057983398
A07,1,-10.998857498168945,2.8475233336991472,10.998857498168945,2.8475233336991472,4.765551567077637,6.073990821838379
A18,1,-11.133932113647461,2.6620157753461893,11.133932113647461,2.6620157753461893,2.1663291454315186,0.20414474606513977
A08,1,-11.188604354858398,2.763072763763289,11.188604354858398,2.763072763763289,6.71183443069458,9.124217987060547
-,0,-11.34523868560791,2.7309351542283697,11.34523868560791,2.7309351542283697,-6.6774702072143555,-2.591733455657959
A08,1,-10.789297103881836,2.7682152727656137,10.789297103881836,2.7682152727656137,6.433130264282227,7.033102512359619
-,0,-10.975123405456543,2.69665460848147,10.975123405456543,2.69665460848147,-11.540448188781738,-4.365410804748535
-,0,-10.897550582885742,2.8959238940112098,10.897550582885742,2.8959238940112098,-3.659531593322754,-5.446905612945557
A10,1,-10.569560050964355,2.7849199381379734,10.569560050964355,2.7849199381379734,-1.605000376701355,0.1373620629310608
A08,1,-10.941886901855469,2.79588837594437,10.941886901855469,2.79588837594437,9.15410327911377,7.150362014770508
A12,1,-9.85560131072998,2.89943190526749,9.85560131072998,2.89943190526749,5.737526893615723,5.128339767456055
A14,1,-10.767050743103027,2.6984514906397092,10.767050743103027,2.6984514906397092,3.8122432231903076,7.340381622314453
A17,1,-11.45589828491211,2.549048379388391,11.45589828491211,2.549048379388391,6.351161956787109,6.270200729370117
-,0,-10.265260696411133,2.9425542521259525,10.265260696411133,2.9425542521259525,-3.7249722480773926,-1.5028119087219238
A09,1,-10.742508888244629,2.769460662990254,10.742508888244629,2.769460662990254,-0.1109316274523735,5.919210433959961
A10,1,-10.977804183959961,2.7673758526993724,10.977804183959961,2.7673758526993724,2.1084985733032227,4.222156047821045
-,0,-11.245455741882324,2.639921975516657,11.245455741882324,2.639921975516657,-3.614840269088745,-3.046198844909668
-,0,-10.592974662780762,2.6533744005119884,10.592974662780762,2.6533744005119884,-2.459331750869751,-0.188859224319458
A13,1,-10.109539031982422,2.8232206513344895,10.109539031982422,2.8232206513344895,7.472990989685059,8.235441207885742
-,0,-10.714741706848145,2.8522793485667868,10.714741706848145,2.8522793485667868,-4.5021281242370605,-4.011668682098389
A09,1,-11.224529266357422,2.6972812413112557,11.224529266357422,2.6972812413112557,5.558282852172852,5.959582805633545
-,0,-10.147631645202637,2.8388477895948037,10.147631645202637,2.8388477895948037,-2.6003952026367188,-1.3288007974624634
-,0,-11.017428398132324,2.8947426539146077,11.017428398132324,2.8947426539146077,-13.519366264343262,-6.191061496734619
A19,1,-10.135675430297852,2.7125521920612905,10.135675430297852,2.7125521920612905,2.1329469680786133,5.208247661590576
A14,1,-10.822548866271973,2.7326227237361156,10.822548866271973,2.7326227237361156,-1.6242367029190063,-0.04070419818162918
A07,1,-10.939529418945312,2.753144735085705,10.939529418945312,2.753144735085705,5.208677291870117,7.179075241088867
-,0,-10.281055450439453,2.803322490191958,10.281055450439453,2.803322490191958,-5.528681755065918,-2.514556646347046
A16,1,-10.605486869812012,2.717722186456399,10.605486869812012,2.717722186456399,0.004056990146636963,-0.5150451064109802
A14,1,-10.775775909423828,2.756104015834103,10.775775909423828,2.756104015834103,1.547355055809021,7.69230842590332
-,0,-10.281658172607422,2.810601271901466,10.281658172607422,2.810601271901466,-8.337424278259277,-3.4664769172668457
A14,1,-10.699954986572266,2.6469326937923037,10.699954986572266,2.6469326937923037,3.1326186656951904,4.535665988922119
-,0,-11.100618362426758,2.7519599641577255,11.100618362426758,2.7519599641577255,-14.549663543701172,-6.949919700622559
A10,1,-10.404402732849121,2.7226883262744814,10.404402732849121,2.7226883262744814,9.656100273132324,8.966583251953125
-,0,-11.266284942626953,2.755479152785971,11.266284942626953,2.755479152785971,-7.925109386444092,-7.053450107574463
A12,1,-10.680258750915527,2.6861274451820174,10.680258750915527,2.6861274451820174,6.949453353881836,8.2044038772583
A13,1,-10.726485252380371,2.7189640296612314,10.726485252380371,2.7189640296612314,6.39797830581665,5.925219535827637
A17,1,-11.323593139648438,2.7849638801388203,11.323593139648438,2.7849638801388203,5.175326347351074,4.57546329498291
A11,1,-11.253449440002441,2.7253946537259632,11.253449440002441,2.7253946537259632,-0.16304555535316467,4.5625176429748535
-,0,-10.942142486572266,2.76961487381878,10.942142486572266,2.76961487381878,-3.021775484085083,-4.112573623657227
A18,1,-11.110376358032227,2.7204763319491416,11.110376358032227,2.7204763319491416,0.30971938371658325,2.0248374938964844
-,0,-10.688159942626953,2.78242830135873,10.688159942626953,2.78242830135873,-6.342120170593262,-1.013105869293213
A08,1,-10.694148063659668,2.853826896599289,10.694148063659668,2.853826896599289,7.325684547424316,7.563887119293213
A08,1,-10.697540283203125,2.8579758681201457,10.697540283203125,2.8579758681201457,8.426228523254395,8.73068618774414
A15,1,-10.299087524414062,2.673759158680165,10.299087524414062,2.673759158680165,-2.7007930278778076,4.0464863777160645
A16,1,-11.030896186828613,2.679011199039866,11.030896186828613,2.679011199039866,5.350059509277344,3.8483386039733887
A17,1,-11.100851058959961,2.88972079201445,11.100851058959961,2.88972079201445,2.1283066272735596,6.296294212341309
A17,1,-10.884417533874512,2.8364559016461572,10.884417533874512,2.8364559016461572,0.10773676633834839,4.429506778717041
-,0,-10.897114753723145,2.7594274289920455,10.897114753723145,2.7594274289920455,-3.6248791217803955,-4.117490768432617
A17,1,-10.788411140441895,2.799064427389598,10.788411140441895,2.799064427389598,6.232616424560547,9.043047904968262
-,0,-11.004972457885742,2.83874799238842,11.004972457885742,2.83874799238842,-6.069082260131836,-5.2558817863464355
-,0,-9.401888847351074,2.8494533964097988,9.401888847351074,2.8494533964097988,-2.4899754524230957,-3.363919496536255
A08,1,-10.973917007446289,2.739970684066209,10.973917007446289,2.739970684066209,7.918345928192139,5.900993347167969
-,0,-10.712437629699707,2.8517163580705023,10.712437629699707,2.8517163580705023,4.7595086097717285,1.1366938352584839
-,0,-10.877490043640137,2.7711570489825856,10.877490043640137,2.7711570489825856,-6.513218879699707,-2.80971360206604
A18,1,-11.127153396606445,2.715291719066304,11.127153396606445,2.715291719066304,1.6264581680297852,6.268087387084961
-,0,-10.488655090332031,2.6946177119906087,10.488655090332031,2.6946177119906087,-5.518913269042969,-1.5863966941833496
-,0,-10.567571640014648,2.75674465315198,10.567571640014648,2.75674465315198,-0.44091513752937317,-0.6351652145385742
-,0,-10.34437370300293,2.745282373168119,10.34437370300293,2.745282373168119,-5.001932144165039,-1.2889604568481445
-,0,-11.001822471618652,2.585608197561419,11.001822471618652,2.585608197561419,-2.8832669258117676,-4.790286064147949
-,0,-10.536595344543457,2.8833199482106098,10.536595344543457,2.8833199482106098,-9.956717491149902,-4.898535251617432
A10,1,-10.696462631225586,2.7745701583462243,10.696462631225586,2.7745701583462243,1.0516939163208008,0.2934587001800537
A18,1,-10.321290969848633,2.7664562961643173,10.321290969848633,2.7664562961643173,-4.799079895019531,0.5564665198326111
A09,1,-10.915166854858398,2.6271749028177664,10.915166854858398,2.6271749028177664,6.187906265258789,3.056830406188965
-,0,-10.261677742004395,2.6649873107173736,10.261677742004395,2.6649873107173736,-1.3814955949783325,-2.334818124771118
-,0,-11.206328392028809,2.7269608969437913,11.206328392028809,2.7269608969437913,-2.1168212890625,-3.045724630355835
A15,1,-10.825063705444336,2.7255416944383843,10.825063705444336,2.7255416944383843,-1.4336912631988525,5.934133529663086
A09,1,-9.907918930053711,2.6407802040190616,9.907918930053711,2.6407802040190616,-3.138810157775879,8.443196296691895
A11,1,-11.087043762207031,2.760971636568601,11.087043762207031,2.760971636568601,-2.285609483718872,1.9539499282836914
-,0,-10.497042655944824,2.747685084185684,10.497042655944824,2.747685084185684,-1.9204548597335815,-0.9930459856987
A10,1,-10.747167587280273,2.6154464358395266,10.747167587280273,2.6154464358395266,3.2382564544677734,5.211366653442383
A14,1,-11.071839332580566,2.795143288141267,11.071839332580566,2.795143288141267,-1.3726154565811157,1.0938327312469482
A14,1,-10.765323638916016,2.850234870234507,10.765323638916016,2.850234870234507,5.892018795013428,6.027039527893066
-,0,-11.194233894348145,2.7352341808447784,11.194233894348145,2.7352341808447784,-7.871859073638916,-2.0200798511505127
-,0,-10.256611824035645,2.7969368909632655,10.256611824035645,2.7969368909632655,-2.9761269092559814,1.0846278667449951
A18,1,-10.368868827819824,2.743994124161715,10.368868827819824,2.743994124161715,6.138178825378418,0.8061216473579407
-,0,-10.655757904052734,2.8616049066312894,10.655757904052734,2.8616049066312894,3.5463385581970215,2.190359115600586
A10,1,-9.000732421875,2.737397226442108,9.000732421875,2.737397226442108,2.05727219581604,4.346504211425781
-,0,-11.319576263427734,2.7861329744819634,11.319576263427734,2.7861329744819634,-6.515491485595703,-4.917962551116943
A12,1,-10.934305191040039,2.757417105915208,10.934305191040039,2.757417105915208,3.6147890090942383,5.469875335693359
A14,1,-11.211753845214844,2.742048414559793,11.211753845214844,2.742048414559793,5.201569080352783,8.557211875915527
A07,1,-10.606995582580566,2.9013877662870766,10.606995582580566,2.9013877662870766,9.66127872467041,8.493624687194824
A11,1,-10.872405052185059,2.695896925557508,10.872405052185059,2.695896925557508,-0.9367517232894897,2.879439353942871
-,0,-10.63949203491211,2.7564088924616224,10.63949203491211,2.7564088924616224,0.24449849128723145,5.7088165283203125
A14,1,-10.776836395263672,2.6537469312727464,10.776836395263672,2.6537469312727464,5.097184181213379,5.206971168518066
-,0,-10.492403030395508,2.7540232985036908,10.492403030395508,2.7540232985036908,-3.6955935955047607,-1.0306122303009033
-,0,-9.951142311096191,2.814471322979487,9.951142311096191,2.814471322979487,-4.983527183532715,-3.3213353157043457
-,0,-11.044262886047363,2.6586324553364062,11.044262886047363,2.6586324553364062,-3.4444491863250732,0.26780936121940613
A15,1,-10.999500274658203,2.640192457785798,10.999500274658203,2.640192457785798,-0.8031491041183472,0.30923154950141907
A11,1,-10.714617729187012,2.7715856465117725,10.714617729187012,2.7715856465117725,-5.988504409790039,1.498221755027771
-,0,-10.786752700805664,2.852740505277544,10.786752700805664,2.852740505277544,-10.7439603805542,-5.683688163757324
-,0,-10.804384231567383,2.844991396540012,10.804384231567383,2.844991396540012,-9.603321075439453,-8.942432403564453
-,0,-11.041341781616211,2.7697442225486264,11.041341781616211,2.7697442225486264,-7.143850803375244,-4.7466583251953125
A17,1,-10.980712890625,2.808951239264404,10.980712890625,2.808951239264404,5.29852294921875,8.31556510925293
A19,1,-11.165366172790527,2.7500265853894477,11.165366172790527,2.7500265853894477,-5.118895530700684,-3.2349228858947754
A16,1,-10.896328926086426,2.5969876957433105,10.896328926086426,2.5969876957433105,4.285106658935547,2.2828598022460938
A18,1,-11.291333198547363,2.7633566282648507,11.291333198547363,2.7633566282648507,2.2060024738311768,2.5063767433166504
-,0,-10.864838600158691,2.8318863798807508,10.864838600158691,2.8318863798807508,-11.222250938415527,-6.639745712280273
-,0,-10.201011657714844,2.9212415673952763,10.201011657714844,2.9212415673952763,-3.1988377571105957,-4.419166564941406
-,0,-11.014447212219238,2.6549704085368737,11.014447212219238,2.6549704085368737,-4.510406970977783,-8.108407020568848
A07,1,-8.847002983093262,2.503815415890205,8.847002983093262,2.503815415890205,4.91865348815918,10.060859680175781
-,0,-11.025287628173828,2.7308319871786675,11.025287628173828,2.7308319871786675,-11.023287773132324,-4.274607181549072
-,0,-11.330223083496094,2.7302947483373816,11.330223083496094,2.7302947483373816,-0.31679221987724304,-6.07602071762085
A11,1,-9.927446365356445,2.7338332453749445,9.927446365356445,2.7338332453749445,5.235725402832031,8.589664459228516
A17,1,-11.105838775634766,2.7953080149773744,11.105838775634766,2.7953080149773744,1.4530370235443115,5.9031291007995605
A19,1,-11.122275352478027,2.8432792262987507,11.122275352478027,2.8432792262987507,1.809045672416687,3.4005539417266846
-,0,-11.041089057922363,2.862400109336762,11.041089057922363,2.862400109336762,-6.007205009460449,-1.1143760681152344
-,0,-10.807988166809082,2.7946717312225062,10.807988166809082,2.7946717312225062,-4.315391540527344,-2.3179144859313965
A15,1,-10.674065589904785,2.7229513327023906,10.674065589904785,2.7229513327023906,-2.694495916366577,6.112846374511719
-,0,-11.08813190460205,2.799635479093318,11.08813190460205,2.799635479093318,-2.8462820053100586,-4.744211196899414
-,0,-10.568782806396484,2.9109464056678367,10.568782806396484,2.9109464056678367,-4.4019246101379395,-3.085610866546631
-,0,-11.253836631774902,2.777601591151035,11.253836631774902,2.777601591151035,-8.281728744506836,-3.122868537902832
A10,1,-10.834420204162598,2.8052804269272746,10.834420204162598,2.8052804269272746,2.8387601375579834,1.0179486274719238
A09,1,-10.064349174499512,2.736982888745382,10.064349174499512,2.736982888745382,4.918323516845703,6.951137065887451
A09,1,-11.402286529541016,2.788913632426656,11.402286529541016,2.788913632426656,7.757126331329346,9.7333402633667
A19,1,-10.80882453918457,2.8166360083408075,10.80882453918457,2.8166360083408075,2.6054375171661377,0.6103092432022095
-,0,-11.377400398254395,2.8016644600217355,11.377400398254395,2.8016644600217355,-3.7640888690948486,-4.494383811950684
-,0,-11.113810539245605,2.811276203781822,11.113810539245605,2.811276203781822,-11.627315521240234,-6.595800399780273
A14,1,-10.323919296264648,2.742652811493954,10.323919296264648,2.742652811493954,1.3751800060272217,2.546736240386963
A08,1,-11.207441329956055,2.7520204551427487,11.207441329956055,2.7520204551427487,6.053363800048828,5.308291435241699
-,0,-10.281759262084961,2.69040706552353,10.281759262084961,2.69040706552353,-6.4673051834106445,-1.3903007507324219
A14,1,-10.909500122070312,2.6278796597034644,10.909500122070312,2.6278796597034644,4.709427833557129,6.794981956481934
-,0,-11.087428092956543,2.848680057239328,11.087428092956543,2.848680057239328,-5.071192741394043,-2.8849072456359863
-,0,-10.843475341796875,2.725446934880203,10.843475341796875,2.725446934880203,-0.3865395784378052,-1.2051087617874146
A13,1,-10.052555084228516,2.7674694308066488,10.052555084228516,2.7674694308066488,7.825136661529541,8.636178970336914
A09,1,-10.30567455291748,2.7057675984694938,10.30567455291748,2.7057675984694938,8.012899398803711,8.44886589050293
A07,1,-10.66320514678955,2.753868943778763,10.66320514678955,2.753868943778763,8.494770050048828,4.801607131958008
-,0,-10.699986457824707,2.740716531543491,10.699986457824707,2.740716531543491,-3.090989351272583,-1.406692624092102
A18,1,-11.014996528625488,2.7019595208933502,11.014996528625488,2.7019595208933502,4.669665336608887,3.402224063873291
-,0,-11.133552551269531,2.820222937191711,11.133552551269531,2.820222937191711,-14.284506797790527,-7.786609649658203
A13,1,-10.639954566955566,2.7662228184331306,10.639954566955566,2.7662228184331306,7.267230987548828,8.515512466430664
A09,1,-10.980384826660156,2.8111251077740986,10.980384826660156,2.8111251077740986,2.068385362625122,4.518364429473877
-,0,-9.833765983581543,2.83919299640886,9.833765983581543,2.83919299640886,-3.6987838745117188,-2.874664783477783
A10,1,-11.037912368774414,2.793057296034285,11.037912368774414,2.793057296034285,-6.759575366973877,1.4353448152542114
A14,1,-10.935348510742188,2.8601274330622792,10.935348510742188,2.8601274330622792,-3.890833616256714,2.9435296058654785
-,0,-10.924266815185547,2.8259728775006114,10.924266815185547,2.8259728775006114,-12.019675254821777,-7.083367347717285
-,0,-11.071541786193848,2.6713960580990395,11.071541786193848,2.6713960580990395,-7.3928422927856445,-1.9695899486541748
-,0,-10.837252616882324,2.8024867967935068,10.837252616882324,2.8024867967935068,-2.630481719970703,-2.5996923446655273
A18,1,-11.368148803710938,2.766230171329773,11.368148803710938,2.766230171329773,1.7216612100601196,1.4400157928466797
A18,1,-11.37570858001709,2.727993257154315,11.37570858001709,2.727993257154315,-1.6913203001022339,4.910393714904785
A16,1,-11.369964599609375,2.7932966725904897,11.369964599609375,2.7932966725904897,5.13870906829834,6.729032516479492
A10,1,-10.355605125427246,2.6577786596255404,10.355605125427246,2.6577786596255404,2.4850590229034424,4.6881632804870605
A08,1,-11.02913761138916,2.787905444084123,11.02913761138916,2.787905444084123,1.5594080686569214,4.685035228729248
-,0,-10.696165084838867,2.7356101145623604,10.696165084838867,2.7356101145623604,-8.941324234008789,-6.344038963317871
A15,1,-9.941051483154297,2.7084562973183526,9.941051483154297,2.7084562973183526,3.914047956466675,5.377694606781006
-,0,-11.111205101013184,2.7087689683905567,11.111205101013184,2.7087689683905567,-3.8938379287719727,-2.5328497886657715
A13,1,-10.707691192626953,2.8637406485580486,10.707691192626953,2.8637406485580486,5.896407127380371,4.1498565673828125
A10,1,-10.839757919311523,2.805728897204722,10.839757919311523,2.805728897204722,-3.9463696479797363,3.7544608116149902
A13,1,-10.947296142578125,2.7947015722384916,10.947296142578125,2.7947015722384916,7.566697597503662,9.505470275878906
A15,1,-10.855058670043945,2.7646555786328646,10.855058670043945,2.7646555786328646,7.121969223022461,8.34255313873291
A11,1,-10.733543395996094,2.778544180776083,10.733543395996094,2.778544180776083,6.493918418884277,5.783416271209717
-,0,-10.391277313232422,2.819585878976405,10.391277313232422,2.819585878976405,-6.554471015930176,-3.051152229309082
-,0,-10.204428672790527,2.7556430349906718,10.204428672790527,2.7556430349906718,-10.915745735168457,-5.627967834472656
-,0,-11.167475700378418,2.7687291947779893,11.167475700378418,2.7687291947779893,-8.96779727935791,-10.096395492553711
-,0,-11.220574378967285,2.693884571687534,11.220574378967285,2.693884571687534,-4.800766944885254,-2.6042070388793945
A19,1,-11.173868179321289,2.7925700729971696,11.173868179321289,2.7925700729971696,-5.1332855224609375,0.5720992088317871
-,0,-10.364518165588379,2.760418777030987,10.364518165588379,2.760418777030987,0.3599100708961487,-0.9320344924926758
-,0,-10.412229537963867,2.762010741527257,10.412229537963867,2.762010741527257,-2.411468982696533,-1.3070597648620605
A13,1,-10.97049331665039,2.881875852693111,10.97049331665039,2.881875852693111,7.718569755554199,10.27391242980957
-,0,-11.104528427124023,2.7083422133992325,11.104528427124023,2.7083422133992325,-3.475616693496704,-5.568567276000977
A18,1,-10.513649940490723,2.824630181690698,10.513649940490723,2.824630181690698,0.1315682828426361,2.0758488178253174
-,0,-10.454506874084473,2.8138068639507474,10.454506874084473,2.8138068639507474,-7.7926435470581055,1.3469092845916748
-,0,-11.10615062713623,2.6252013480661893,11.10615062713623,2.6252013480661893,-12.70814323425293,-7.015888690948486
A13,1,-10.066776275634766,2.5692905559509285,10.066776275634766,2.5692905559509285,7.327487468719482,7.081919193267822
A10,1,-10.817482948303223,2.5379928515085326,10.817482948303223,2.5379928515085326,4.938898086547852,8.14687728881836
A18,1,-11.245086669921875,2.6344640580709986,11.245086669921875,2.6344640580709986,1.0188831090927124,0.11915627866983414
A14,1,-10.807137489318848,2.7784522597837773,10.807137489318848,2.7784522597837773,-0.5938465595245361,5.941432952880859
A16,1,-11.229094505310059,2.7861611654294443,11.229094505310059,2.7861611654294443,4.7161736488342285,3.3269081115722656
-,0,-10.974076271057129,2.6821621591332727,10.974076271057129,2.6821621591332727,-10.859087944030762,-4.951744079589844
-,0,-11.202057838439941,2.717377207286167,11.202057838439941,2.717377207286167,-5.1017303466796875,-2.9559733867645264
-,0,-11.24382495880127,2.6908989812843145,11.24382495880127,2.6908989812843145,-5.896345138549805,-4.578144073486328
A18,1,-10.696757316589355,2.8397812792760453,10.696757316589355,2.8397812792760453,2.4431569576263428,4.9368085861206055
-,0,-11.069424629211426,2.7794209943889365,11.069424629211426,2.7794209943889365,-3.7038652896881104,-2.9130821228027344
A11,1,-10.738901138305664,2.7172781322683033,10.738901138305664,2.7172781322683033,0.4915873408317566,-0.559326171875
A15,1,-10.999237060546875,2.6534625385491273,10.999237060546875,2.6534625385491273,8.189723014831543,7.698378562927246
A18,1,-11.165324211120605,2.7184747601684296,11.165324211120605,2.7184747601684296,4.484584808349609,4.976991653442383
-,0,-10.862531661987305,2.8424380541828422,10.862531661987305,2.8424380541828422,-13.220842361450195,-6.676732063293457
-,0,-11.077973365783691,2.8859054324138866,11.077973365783691,2.8859054324138866,-8.7579984664917,-8.25791072845459
-,0,-11.154231071472168,2.8676064968605672,11.154231071472168,2.8676064968605672,-9.997117042541504,-8.164352416992188
-,0,-10.573868751525879,2.8830739582087186,10.573868751525879,2.8830739582087186,-4.286811828613281,-1.7237889766693115
-,0,-10.120498657226562,2.6852879443154936,10.120498657226562,2.6852879443154936,-12.149725914001465,-3.7334141731262207
-,0,-11.019269943237305,2.6770144075978126,11.019269943237305,2.6770144075978126,-4.342898845672607,-3.9002838134765625
A19,1,-11.098952293395996,2.648787498012348,11.098952293395996,2.648787498012348,1.3419793844223022,0.7407801151275635
A16,1,-10.416390419006348,2.762880583808378,10.416390419006348,2.762880583808378,4.550222396850586,6.772575378417969
-,0,-10.896637916564941,2.7056511337746225,10.896637916564941,2.7056511337746225,-6.7271952629089355,-1.4247816801071167
A14,1,-11.082005500793457,2.6902899204299606,11.082005500793457,2.6902899204299606,-3.471086263656616,0.9878108501434326
A12,1,-10.937994003295898,2.7354383138166702,10.937994003295898,2.7354383138166702,2.029766798019409,0.15049639344215393
-,0,-11.13404655456543,2.832109097907235,11.13404655456543,2.832109097907235,-13.262984275817871,-7.193691730499268
A10,1,-10.718881607055664,2.770772646773795,10.718881607055664,2.770772646773795,2.8168864250183105,6.56249475479126
A07,1,-11.197283744812012,2.5848704914851144,11.197283744812012,2.5848704914851144,8.287891387939453,8.086849212646484
-,0,-11.166851997375488,2.7273311738632513,11.166851997375488,2.7273311738632513,-5.566315650939941,-0.8610383868217468
-,0,-11.322110176086426,2.8267832445297216,11.322110176086426,2.8267832445297216,-3.476163148880005,-0.48661008477211
-,0,-10.3710355758667,2.885994319100889,10.3710355758667,2.885994319100889,-6.689939498901367,-1.7737228870391846
A19,1,-10.827346801757812,2.841016176483905,10.827346801757812,2.841016176483905,-2.8429105281829834,5.52083683013916
