group,file_path,start_s,end_s,pair_id,speaker,source,source_split
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m1227_0_laughter.wav,0.0,-1.0,90,m1227,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00113_LA_0041.wav,0.7553,3.3559,91,LA_0041,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0166_0_laughter.wav,0.0,-1.0,91,f0166,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00114_LA_0070.wav,2.3672,4.8419,92,LA_0070,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1009_0_laughter.wav,0.0,-1.0,92,f1009,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01126_LA_0044.wav,0.0771,4.3438,93,LA_0044,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f1825_0_laughter.wav,0.0,-1.0,93,f1825,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01778_LA_0039.wav,1.7003,2.9077,94,LA_0039,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0582_2_laughter.wav,0.0,-1.0,94,m0582,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01082_LA_0061.wav,0.7521,3.3121,95,LA_0061,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2611_0_laughter.wav,0.0,-1.0,95,m2611,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00354_LA_0092.wav,0.7873,1.982,96,LA_0092,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m2008_0_laughter.wav,0.0,-1.0,96,m2008,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,0.3481,5.8948,97,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/f3334_0_laughter.wav,0.0,-1.0,97,f3334,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00078_LA_0014.wav,0.1759,2.3122,98,LA_0014,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0270_0_laughter.wav,0.0,-1.0,98,m0270,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00108_LA_0048.wav,0.0451,4.5678,99,LA_0048,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0662_0_laughter.wav,0.0,-1.0,99,m0662,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01044_LA_0044.wav,0.982,3.4898,100,LA_0044,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1278_0_laughter.wav,0.0,-1.0,100,f1278,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00877_LA_0026.wav,0.3719,3.5292,101,LA_0026,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0226_0_laughter.wav,0.0,-1.0,101,f0226,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00375_LA_0024.wav,0.708,4.7018,102,LA_0024,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/f3327_0_laughter.wav,0.0,-1.0,102,f3327,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00576_LA_0093.wav,0.1546,2.4586,103,LA_0093,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2922_0_laughter.wav,0.0,-1.0,103,m2922,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,4.8771,12.9838,104,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0629_0_laughter.wav,0.0,-1.0,104,f0629,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00398_LA_0067.wav,0.4847,4.5807,105,LA_0067,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f2779_0_laughter.wav,0.0,-1.0,105,f2779,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00614_LA_0098.wav,0.2059,4.7286,106,LA_0098,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/f3361_0_laughter.wav,0.0,-1.0,106,f3361,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01053_LA_0015.wav,0.0593,4.4247,107,LA_0015,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m3279_0_laughter.wav,0.0,-1.0,107,m3279,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00108_LA_0048.wav,0.2827,4.1227,108,LA_0048,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m3083_0_laughter.wav,0.0,-1.0,108,m3083,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00112_LA_0106.wav,0.7213,6.4386,109,LA_0106,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f2436_0_laughter.wav,0.0,-1.0,109,f2436,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00403_LA_0094.wav,0.0174,3.0894,110,LA_0094,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0822_0_laughter.wav,0.0,-1.0,110,f0822,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01237_LA_0064.wav,0.0602,2.7909,111,LA_0064,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m1348_0_laughter.wav,0.0,-1.0,111,m1348,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01082_LA_0061.wav,0.5786,3.4799,112,LA_0061,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f1645_0_laughter.wav,0.0,-1.0,112,f1645,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00019_LA_0074.wav,0.4352,4.6165,113,LA_0074,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m3170_0_laughter.wav,0.0,-1.0,113,m3170,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00015_LA_0102.wav,0.066,3.8207,114,LA_0102,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2826_0_laughter.wav,0.0,-1.0,114,m2826,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00025_LA_0086.wav,0.0769,2.2956,115,LA_0086,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m3199_0_laughter.wav,0.0,-1.0,115,m3199,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01202_LA_0024.wav,0.1058,4.1165,116,LA_0024,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2741_0_laughter.wav,0.0,-1.0,116,m2741,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00780_LA_0097.wav,0.8548,6.2418,117,LA_0097,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0859_0_laughter.wav,0.0,-1.0,117,f0859,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01126_LA_0044.wav,0.0253,4.7186,118,LA_0044,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f2331_0_laughter.wav,0.0,-1.0,118,f2331,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00582_LA_0091.wav,1.004,4.5027,119,LA_0091,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0024_0_laughter.wav,0.0,-1.0,119,m0024,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00375_LA_0024.wav,0.0381,4.6461,120,LA_0024,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m3136_0_laughter.wav,0.0,-1.0,120,m3136,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,2.0095,10.2868,121,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m1523_0_laughter.wav,0.0,-1.0,121,m1523,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00614_LA_0098.wav,0.4828,4.6641,122,LA_0098,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2590_0_laughter.wav,0.0,-1.0,122,m2590,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00845_LA_0032.wav,0.6377,4.5386,123,LA_0032,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0371_0_laughter.wav,0.0,-1.0,123,m0371,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00478_LA_0093.wav,0.1886,3.4313,124,LA_0093,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0716_0_laughter.wav,0.0,-1.0,124,f0716,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00416_LA_0038.wav,0.301,6.0596,125,LA_0038,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m1781_0_laughter.wav,0.0,-1.0,125,m1781,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01496_LA_0012.wav,0.1585,2.2019,126,LA_0012,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f1691_0_laughter.wav,0.0,-1.0,126,f1691,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01018_LA_0012.wav,0.1526,5.3579,127,LA_0012,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m3072_0_laughter.wav,0.0,-1.0,127,m3072,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00845_LA_0032.wav,0.08,5.8827,128,LA_0032,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0145_0_laughter.wav,0.0,-1.0,128,m0145,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00142_LA_0011.wav,1.3246,4.3966,129,LA_0011,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2733_1_laughter.wav,0.0,-1.0,129,m2733,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00829_LA_0027.wav,0.0452,5.3358,130,LA_0027,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m1202_0_laughter.wav,0.0,-1.0,130,m1202,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00290_LA_0102.wav,0.979,3.3683,131,LA_0102,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0975_0_laughter.wav,0.0,-1.0,131,f0975,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,0.9607,10.1767,132,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0985_0_laughter.wav,0.0,-1.0,132,m0985,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,0.2454,6.7307,133,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0638_0_laughter.wav,0.0,-1.0,133,f0638,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01149_LA_0024.wav,1.1152,3.3339,134,LA_0024,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m2460_0_laughter.wav,0.0,-1.0,134,m2460,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00646_LA_0090.wav,0.0956,4.8743,135,LA_0090,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0102_0_laughter.wav,0.0,-1.0,135,m0102,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00211_LA_0075.wav,0.0446,4.1406,136,LA_0075,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0118_0_laughter.wav,0.0,-1.0,136,f0118,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01182_LA_0012.wav,0.3335,2.3815,137,LA_0012,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m1923_0_laughter.wav,0.0,-1.0,137,m1923,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00747_LA_0087.wav,0.2626,2.5666,138,LA_0087,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m2229_0_laughter.wav,0.0,-1.0,138,m2229,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00845_LA_0032.wav,0.2171,5.6784,139,LA_0032,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0540_0_laughter.wav,0.0,-1.0,139,m0540,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01703_LA_0068.wav,0.7346,7.476,140,LA_0068,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m1919_0_laughter.wav,0.0,-1.0,140,m1919,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,1.8935,7.6108,141,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0597_3_laughter.wav,0.0,-1.0,141,f0597,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00416_LA_0038.wav,0.9746,5.7533,142,LA_0038,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m3233_0_laughter.wav,0.0,-1.0,142,m3233,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00523_LA_0082.wav,0.1056,4.1923,143,LA_0082,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m2417_0_laughter.wav,0.0,-1.0,143,m2417,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00112_LA_0106.wav,0.2172,5.7639,144,LA_0106,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f1782_0_laughter.wav,0.0,-1.0,144,f1782,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00471_LA_0079.wav,0.2159,3.2026,145,LA_0079,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0732_0_laughter.wav,0.0,-1.0,145,f0732,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,3.6977,12.4017,146,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m2174_0_laughter.wav,0.0,-1.0,146,m2174,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01202_LA_0024.wav,0.4098,3.9938,147,LA_0024,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m2284_0_laughter.wav,0.0,-1.0,147,m2284,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01703_LA_0068.wav,3.1491,7.4158,148,LA_0068,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f3107_0_laughter.wav,0.0,-1.0,148,f3107,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00731_LA_0006.wav,0.0694,5.1041,149,LA_0006,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m1114_0_laughter.wav,0.0,-1.0,149,m1114,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00689_LA_0063.wav,0.0213,3.008,150,LA_0063,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0763_0_laughter.wav,0.0,-1.0,150,m0763,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00547_LA_0047.wav,0.0807,3.8354,151,LA_0047,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f1660_0_laughter.wav,0.0,-1.0,151,f1660,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00680_LA_0088.wav,0.4768,2.7059,152,LA_0088,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2600_0_laughter.wav,0.0,-1.0,152,m2600,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01404_LA_0050.wav,0.0406,3.6246,153,LA_0050,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m1667_0_laughter.wav,0.0,-1.0,153,m1667,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00019_LA_0074.wav,1.0114,3.4861,154,LA_0074,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0150_0_laughter.wav,0.0,-1.0,154,m0150,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00709_LA_0093.wav,0.3219,3.3939,155,LA_0093,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f2170_0_laughter.wav,0.0,-1.0,155,f2170,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00471_LA_0079.wav,0.1064,3.6358,156,LA_0079,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m2489_0_laughter.wav,0.0,-1.0,156,m2489,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00091_LA_0018.wav,0.0519,3.6359,157,LA_0018,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m3165_0_laughter.wav,0.0,-1.0,157,m3165,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00621_LA_0003.wav,0.4429,3.7866,158,LA_0003,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2850_0_laughter.wav,0.0,-1.0,158,m2850,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00287_LA_0107.wav,0.0045,3.5032,159,LA_0107,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f3090_0_laughter.wav,0.0,-1.0,159,f3090,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01132_LA_0001.wav,0.39,4.742,160,LA_0001,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f2092_0_laughter.wav,0.0,-1.0,160,f2092,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00780_LA_0097.wav,0.2484,6.0511,161,LA_0097,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m2387_0_laughter.wav,0.0,-1.0,161,m2387,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00211_LA_0075.wav,0.4491,4.8864,162,LA_0075,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f1714_0_laughter.wav,0.0,-1.0,162,f1714,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01290_LA_0045.wav,0.1946,3.096,163,LA_0045,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0272_0_laughter.wav,0.0,-1.0,163,f0272,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00416_LA_0038.wav,1.3148,6.1445,164,LA_0038,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m1834_0_laughter.wav,0.0,-1.0,164,m1834,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01458_LA_0066.wav,0.0848,3.3356,165,LA_0066,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f1631_0_laughter.wav,0.0,-1.0,165,f1631,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,0.6236,9.0757,166,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0340_0_laughter.wav,0.0,-1.0,166,f0340,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,2.9894,12.0347,167,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0010_0_laughter.wav,0.0,-1.0,167,f0010,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01703_LA_0068.wav,1.5188,7.8335,168,LA_0068,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m1776_0_laughter.wav,0.0,-1.0,168,m1776,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00300_LA_0088.wav,0.0134,3.6827,169,LA_0088,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2756_0_laughter.wav,0.0,-1.0,169,m2756,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,1.661,9.9383,170,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2726_0_laughter.wav,0.0,-1.0,170,m2726,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01044_LA_0044.wav,0.444,3.516,171,LA_0044,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0017_0_laughter.wav,0.0,-1.0,171,f0017,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01420_LA_0037.wav,0.1184,4.0194,172,LA_0037,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2648_0_laughter.wav,0.0,-1.0,172,m2648,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00646_LA_0090.wav,0.939,5.2057,173,LA_0090,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m1212_0_laughter.wav,0.0,-1.0,173,m1212,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00088_LA_0102.wav,0.0,5.2907,174,LA_0102,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f3008_0_laughter.wav,0.0,-1.0,174,f3008,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,4.0615,11.8268,175,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0810_0_laughter.wav,0.0,-1.0,175,f0810,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00416_LA_0038.wav,0.2772,4.5439,176,LA_0038,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f2031_0_laughter.wav,0.0,-1.0,176,f2031,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00582_LA_0091.wav,2.0246,4.9039,177,LA_0091,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0563_0_laughter.wav,0.0,-1.0,177,m0563,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00161_LA_0059.wav,0.1328,6.1061,178,LA_0059,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1159_0_laughter.wav,0.0,-1.0,178,f1159,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00299_LA_0063.wav,0.0551,1.3351,179,LA_0063,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f1949_0_laughter.wav,0.0,-1.0,179,f1949,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00780_LA_0097.wav,3.7031,6.5191,180,LA_0097,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f2452_0_laughter.wav,0.0,-1.0,180,f2452,VocalSound,
