group,file_path,start_s,end_s,pair_id,speaker
speech-bona,data/in_the_wild/5375.wav,3.087,4.1853,162,Donald Trump
speech-bona,data/in_the_wild/5474.wav,0.7487,3.0209,163,Milton Friedman
speech-bona,data/in_the_wild/5521.wav,2.6231,3.6735,164,Donald Trump
speech-bona,data/in_the_wild/5528.wav,2.6992,3.6941,165,Arnold Schwarzenegger
speech-bona,data/in_the_wild/5555.wav,3.7902,4.3349,166,Barack Obama
speech-bona,data/in_the_wild/5645.wav,0.2049,1.6971,167,Barack Obama
speech-bona,data/in_the_wild/5685.wav,1.9671,2.4671,168,Donald Trump
speech-bona,data/in_the_wild/5689.wav,1.5801,2.8641,169,Queen Elizabeth II
speech-bona,data/in_the_wild/5705.wav,4.9636,5.4969,170,2Pac
speech-bona,data/in_the_wild/5742.wav,0.501,2.3659,171,Donald Trump
speech-bona,data/in_the_wild/5836.wav,8.11,8.9201,172,Boris Johnson
speech-bona,data/in_the_wild/5837.wav,1.8618,2.3618,173,Donald Trump
speech-bona,data/in_the_wild/5849.wav,0.4748,1.8424,174,Barack Obama
speech-bona,data/in_the_wild/5873.wav,5.7682,8.2783,175,Barack Obama
speech-bona,data/in_the_wild/5888.wav,3.0891,3.6743,176,Barack Obama
speech-bona,data/in_the_wild/5916.wav,0.9191,4.1905,177,Mark Zuckerberg
speech-bona,data/in_the_wild/6024.wav,3.5389,4.3057,178,Donald Trump
speech-bona,data/in_the_wild/6088.wav,3.1513,4.101,179,Barack Obama
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m2144_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m2147_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f0679_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m1575_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f0807_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0725_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m1483_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f2569_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f1628_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f3149_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m2348_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m2420_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m1896_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f1023_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f0887_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f2730_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f1075_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0413_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset5/m3124_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0035_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset5/m2990_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f0942_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f3097_1_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m1134_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f2897_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset5/m2606_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0342_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0503_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f1236_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0494_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m2152_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f0581_2_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset5/m2727_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset5/m2733_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m1275_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/m3313_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f1605_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f2784_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0648_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0579_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f0298_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f1816_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m2321_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m1208_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f2938_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f1226_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset5/m2553_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0587_2_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0805_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f2558_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m2467_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset5/m2773_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f2972_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f1934_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset5/m3082_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0022_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m1067_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/f3332_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f2660_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0474_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f0460_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f1184_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/f3352_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/f3350_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0695_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f2251_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f1464_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f3107_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/f3353_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m2379_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f3055_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m1106_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m1810_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m1093_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f1374_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f0891_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f1957_2_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f1480_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f0569_3_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m2202_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset5/m2555_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset5/m3258_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f0962_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f2293_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f3277_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset5/m3217_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0429_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m1498_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0394_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset4/m1710_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f3044_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0031_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset5/m2782_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset3/m0790_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/f0292_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset5/m2859_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset1/m3348_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f2866_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset5/m2514_0_laughter.wav,0.0,-1.0,,
laugh-vs,data/vocalsound/audio_16k_raw/subset2/f2678_0_laughter.wav,0.0,-1.0,,
speech-spoof,data/in_the_wild/92.wav,0.6356,2.2137,,Mitch Hedberg
speech-spoof,data/in_the_wild/5927.wav,1.1502,1.6502,,Bill Clinton
speech-spoof,data/in_the_wild/1416.wav,0.614,3.2905,,FDR
speech-spoof,data/in_the_wild/4295.wav,6.3157,7.589,,Ronald Reagan
speech-spoof,data/in_the_wild/2942.wav,0.9056,3.1477,,Arnold Schwarzenegger
speech-spoof,data/in_the_wild/4417.wav,4.0006,5.1339,,Bernie Sanders
speech-spoof,data/in_the_wild/5316.wav,0.8568,1.3588,,Bernie Sanders
speech-spoof,data/in_the_wild/3484.wav,1.9595,2.4595,,Milton Friedman
speech-spoof,data/in_the_wild/5688.wav,1.1263,2.6,,Ronald Reagan
speech-spoof,data/in_the_wild/2166.wav,0.7653,2.5155,,George Carlin
speech-spoof,data/in_the_wild/257.wav,3.1143,3.6143,,Richard Nixon
speech-spoof,data/in_the_wild/3358.wav,2.4933,3.5482,,Ronald Reagan
speech-spoof,data/in_the_wild/3348.wav,2.1508,3.1663,,Milton Friedman
speech-spoof,data/in_the_wild/1818.wav,2.8387,3.5458,,Queen Elizabeth II
speech-spoof,data/in_the_wild/5259.wav,3.2658,3.7658,,Martin Luther King
speech-spoof,data/in_the_wild/4659.wav,0.5956,1.5123,,Bernie Sanders
speech-spoof,data/in_the_wild/2333.wav,0.0,1.3,,Ronald Reagan
speech-spoof,data/in_the_wild/2369.wav,0.8599,1.3599,,Ayn Rand
speech-spoof,data/in_the_wild/5064.wav,0.3682,2.8137,,Milton Friedman
speech-spoof,data/in_the_wild/2814.wav,0.2735,2.4735,,Nelson Mandela
speech-spoof,data/in_the_wild/5043.wav,0.0,2.1,,Alec Guinness
speech-spoof,data/in_the_wild/2702.wav,0.6402,1.1402,,The Notorious B.I.G.
speech-spoof,data/in_the_wild/5829.wav,0.5683,1.3505,,Milton Friedman
speech-spoof,data/in_the_wild/3916.wav,1.5409,2.0409,,Alec Guinness
speech-spoof,data/in_the_wild/1759.wav,1.3166,2.414,,Alec Guinness
speech-spoof,data/in_the_wild/514.wav,0.7231,1.2322,,Richard Nixon
speech-spoof,data/in_the_wild/1520.wav,4.3109,4.82,,Orson Welles
speech-spoof,data/in_the_wild/3461.wav,0.3607,1.5913,,Martin Luther King
speech-spoof,data/in_the_wild/5999.wav,2.8192,4.3979,,Mark Zuckerberg
speech-spoof,data/in_the_wild/3501.wav,6.1093,6.6093,,Louis Farrakhan
speech-spoof,data/in_the_wild/835.wav,1.307,2.4044,,Bernie Sanders
speech-spoof,data/in_the_wild/6078.wav,10.5379,11.7469,,Christopher Hitchens
speech-spoof,data/in_the_wild/541.wav,4.3572,4.9927,,Ayn Rand
speech-spoof,data/in_the_wild/5618.wav,1.4513,2.1628,,Bill Clinton
speech-spoof,data/in_the_wild/4934.wav,0.76,1.5794,,Ronald Reagan
speech-spoof,data/in_the_wild/3629.wav,0.1399,0.6399,,Louis C.K.
speech-spoof,data/in_the_wild/4939.wav,0.4607,4.2607,,Ronald Reagan
speech-spoof,data/in_the_wild/722.wav,0.9418,1.605,,Ronald Reagan
speech-spoof,data/in_the_wild/5458.wav,8.9013,10.6363,,Jerry Seinfeld
speech-spoof,data/in_the_wild/1808.wav,0.0,2.4,,Barack Obama
speech-spoof,data/in_the_wild/4286.wav,1.4679,1.9679,,Barack Obama
speech-spoof,data/in_the_wild/2338.wav,1.5412,4.0513,,Queen Elizabeth II
speech-spoof,data/in_the_wild/6032.wav,0.3879,2.6601,,Bill Clinton
speech-spoof,data/in_the_wild/3426.wav,0.4922,0.9922,,The Notorious B.I.G.
speech-spoof,data/in_the_wild/3786.wav,0.4832,1.1903,,Alan Watts
speech-spoof,data/in_the_wild/4708.wav,2.3108,2.8108,,Ronald Reagan
speech-spoof,data/in_the_wild/3770.wav,1.9227,2.9335,,Nelson Mandela
speech-spoof,data/in_the_wild/4154.wav,5.3239,5.8351,,Boris Johnson
speech-spoof,data/in_the_wild/3086.wav,0.0989,2.2834,,Bernie Sanders
speech-spoof,data/in_the_wild/294.wav,0.9917,2.063,,Bernie Sanders
speech-spoof,data/in_the_wild/546.wav,0.277,1.5525,,Bernie Sanders
speech-spoof,data/in_the_wild/3866.wav,0.3097,0.8097,,Bernie Sanders
speech-spoof,data/in_the_wild/4601.wav,0.5972,2.4823,,Barack Obama
speech-spoof,data/in_the_wild/3734.wav,6.457,7.899,,John Cleese
speech-spoof,data/in_the_wild/1321.wav,0.9081,2.1387,,Christopher Hitchens
speech-spoof,data/in_the_wild/1735.wav,0.0157,1.2997,,Malcolm X
speech-spoof,data/in_the_wild/2252.wav,1.1287,1.7055,,Bernie Sanders
speech-spoof,data/in_the_wild/4710.wav,0.0141,1.1474,,Queen Elizabeth II
speech-spoof,data/in_the_wild/889.wav,1.227,2.3883,,Adam Driver
speech-spoof,data/in_the_wild/1695.wav,3.4194,4.6479,,Bill Clinton
speech-spoof,data/in_the_wild/4167.wav,4.19,5.2449,,Alec Guinness
speech-spoof,data/in_the_wild/5272.wav,3.5985,4.8825,,Bernie Sanders
speech-spoof,data/in_the_wild/4427.wav,5.1541,7.8306,,Mark Zuckerberg
speech-spoof,data/in_the_wild/1160.wav,2.2823,3.6515,,Queen Elizabeth II
speech-spoof,data/in_the_wild/5804.wav,0.0656,0.5656,,Ronald Reagan
speech-spoof,data/in_the_wild/6077.wav,0.6923,1.1923,,Milton Friedman
speech-spoof,data/in_the_wild/5834.wav,4.3458,4.8458,,Bill Burr
speech-spoof,data/in_the_wild/5537.wav,0.97,1.4756,,Bill Clinton
speech-spoof,data/in_the_wild/2192.wav,0.466,2.1943,,FDR
speech-spoof,data/in_the_wild/573.wav,1.2686,1.8019,,Christopher Hitchens
speech-spoof,data/in_the_wild/1993.wav,0.2791,1.4936,,Ayn Rand
speech-spoof,data/in_the_wild/3006.wav,1.2764,3.5161,,Ayn Rand
speech-spoof,data/in_the_wild/2463.wav,2.5377,3.0377,,Mark Zuckerberg
speech-spoof,data/in_the_wild/3792.wav,0.249,1.8764,,Mark Zuckerberg
speech-spoof,data/in_the_wild/2448.wav,9.3273,10.1888,,Bernie Sanders
speech-spoof,data/in_the_wild/1090.wav,0.474,0.974,,Queen Elizabeth II
speech-spoof,data/in_the_wild/2517.wav,3.4485,4.467,,Ayn Rand
speech-spoof,data/in_the_wild/982.wav,0.0,3.4,,Ronald Reagan
speech-spoof,data/in_the_wild/4604.wav,2.5421,3.0421,,Bernie Sanders
speech-spoof,data/in_the_wild/970.wav,0.0,1.9,,Alec Guinness
speech-spoof,data/in_the_wild/2593.wav,3.871,5.338,,Gilbert Gottfried
speech-spoof,data/in_the_wild/1228.wav,5.3996,6.8494,,Alec Guinness
speech-spoof,data/in_the_wild/5348.wav,0.7772,4.0452,,Bernie Sanders
speech-spoof,data/in_the_wild/5330.wav,0.4378,1.1391,,Bill Clinton
speech-spoof,data/in_the_wild/874.wav,0.0,1.6,,Milton Friedman
speech-spoof,data/in_the_wild/4770.wav,1.1527,3.8097,,Martin Luther King
speech-spoof,data/in_the_wild/3934.wav,0.2153,1.4285,,Milton Friedman
speech-spoof,data/in_the_wild/1574.wav,0.5676,3.8356,,Christopher Hitchens
speech-spoof,data/in_the_wild/4602.wav,1.2394,5.1025,,Mitch Hedberg
speech-spoof,data/in_the_wild/1126.wav,3.241,3.741,,Frank Sinatra
speech-spoof,data/in_the_wild/4587.wav,0.7565,4.6196,,Ronald Reagan
speech-spoof,data/in_the_wild/1633.wav,1.0009,4.2689,,Ronald Reagan
speech-spoof,data/in_the_wild/3459.wav,7.4627,7.9627,,Ayn Rand
speech-spoof,data/in_the_wild/3265.wav,1.3159,2.4142,,Ayn Rand
speech-spoof,data/in_the_wild/1434.wav,3.5966,4.7309,,Bernie Sanders
speech-spoof,data/in_the_wild/2071.wav,0.1025,2.1905,,Alec Guinness
speech-spoof,data/in_the_wild/1515.wav,4.0086,4.5086,,George W. Bush
speech-spoof,data/in_the_wild/246.wav,2.2309,2.7309,,Martin Luther King
speech-spoof,data/in_the_wild/1643.wav,1.2412,2.9762,,Milton Friedman
speech-spoof,data/in_the_wild/4088.wav,8.142,10.0069,,George Carlin
laugh-spoof,data/in_the_wild/31.wav,0.0,0.5,,Bill Burr
laugh-spoof,data/in_the_wild/31.wav,7.6737,9.4427,,Bill Burr
laugh-spoof,data/in_the_wild/59.wav,0.0,1.5198,,Louis C.K.
laugh-spoof,data/in_the_wild/59.wav,6.6872,8.7896,,Louis C.K.
laugh-spoof,data/in_the_wild/126.wav,2.0927,4.841,,Mitch Hedberg
laugh-spoof,data/in_the_wild/170.wav,0.0,2.9651,,Tucker Carlson
laugh-spoof,data/in_the_wild/184.wav,0.0,1.4318,,Barack Obama
laugh-spoof,data/in_the_wild/225.wav,0.0,1.0174,,Bill Clinton
laugh-spoof,data/in_the_wild/357.wav,2.7768,3.8688,,Ronald Reagan
laugh-spoof,data/in_the_wild/512.wav,0.0,1.063,,Louis C.K.
laugh-spoof,data/in_the_wild/525.wav,0.0,0.5,,Mark Zuckerberg
laugh-spoof,data/in_the_wild/535.wav,0.0,1.8537,,The Notorious B.I.G.
laugh-spoof,data/in_the_wild/542.wav,5.0346,6.0632,,Louis Farrakhan
laugh-spoof,data/in_the_wild/692.wav,0.0,0.5,,Louis Farrakhan
laugh-spoof,data/in_the_wild/715.wav,0.0,0.5,,Bernie Sanders
laugh-spoof,data/in_the_wild/720.wav,0.0,0.8231,,Mark Zuckerberg
laugh-spoof,data/in_the_wild/737.wav,0.0,1.4532,,Bill Clinton
laugh-spoof,data/in_the_wild/795.wav,0.0,0.9249,,Bill Burr
laugh-spoof,data/in_the_wild/797.wav,11.2687,13.0597,,Scarlett Johansson
laugh-spoof,data/in_the_wild/843.wav,0.0,0.5,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/901.wav,5.7433,8.4187,,Bernie Sanders
laugh-spoof,data/in_the_wild/968.wav,12.2029,13.775,,Kanye West
laugh-spoof,data/in_the_wild/983.wav,0.0,1.5429,,Ronald Reagan
laugh-spoof,data/in_the_wild/1008.wav,0.0,0.5,,2Pac
laugh-spoof,data/in_the_wild/1021.wav,2.7292,4.1695,,Gilbert Gottfried
laugh-spoof,data/in_the_wild/1048.wav,0.0,1.8531,,The Notorious B.I.G.
laugh-spoof,data/in_the_wild/1115.wav,2.1985,3.9695,,Mitch Hedberg
laugh-spoof,data/in_the_wild/1181.wav,1.8414,4.7981,,Martin Luther King
laugh-spoof,data/in_the_wild/1183.wav,1.0798,1.9891,,Martin Luther King
laugh-spoof,data/in_the_wild/1273.wav,0.3932,2.8261,,Bill Burr
laugh-spoof,data/in_the_wild/1367.wav,1.439,2.1192,,Martin Luther King
laugh-spoof,data/in_the_wild/1391.wav,0.0,0.5,,Tucker Carlson
laugh-spoof,data/in_the_wild/1393.wav,0.0,1.2071,,The Notorious B.I.G.
laugh-spoof,data/in_the_wild/1416.wav,0.0,0.5,,FDR
laugh-spoof,data/in_the_wild/1476.wav,0.0,0.5,,John Cleese
laugh-spoof,data/in_the_wild/1476.wav,7.5836,9.601,,John Cleese
laugh-spoof,data/in_the_wild/1539.wav,0.0,0.5728,,John Cleese
laugh-spoof,data/in_the_wild/1598.wav,0.9714,1.9186,,John Cleese
laugh-spoof,data/in_the_wild/1688.wav,6.82,12.4744,,2Pac
laugh-spoof,data/in_the_wild/1698.wav,0.0,1.2,,Alan Watts
laugh-spoof,data/in_the_wild/1705.wav,0.0,0.5839,,Kanye West
laugh-spoof,data/in_the_wild/1715.wav,0.8936,1.9404,,Martin Luther King
laugh-spoof,data/in_the_wild/1742.wav,2.1677,9.5926,,The Notorious B.I.G.
laugh-spoof,data/in_the_wild/1755.wav,0.0,1.2188,,Barack Obama
laugh-spoof,data/in_the_wild/1790.wav,0.0,0.6811,,Bill Clinton
laugh-spoof,data/in_the_wild/1795.wav,0.0,1.3588,,Mark Zuckerberg
laugh-spoof,data/in_the_wild/1808.wav,0.0,1.24,,Barack Obama
laugh-spoof,data/in_the_wild/1827.wav,0.0,1.6433,,Tucker Carlson
laugh-spoof,data/in_the_wild/1882.wav,5.2509,5.9103,,Kanye West
laugh-spoof,data/in_the_wild/1882.wav,9.3051,10.2332,,Kanye West
laugh-spoof,data/in_the_wild/1908.wav,1.2365,2.1707,,Bill Clinton
laugh-spoof,data/in_the_wild/1980.wav,1.2385,4.8462,,Barack Obama
laugh-spoof,data/in_the_wild/2034.wav,0.0,1.1822,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/2048.wav,3.6142,4.1142,,Bernie Sanders
laugh-spoof,data/in_the_wild/2116.wav,8.0892,11.466,,The Notorious B.I.G.
laugh-spoof,data/in_the_wild/2180.wav,1.0215,3.09,,Mark Zuckerberg
laugh-spoof,data/in_the_wild/2191.wav,0.0,0.5,,Barack Obama
laugh-spoof,data/in_the_wild/2208.wav,10.7401,11.4747,,Louis Farrakhan
laugh-spoof,data/in_the_wild/2274.wav,0.0,1.8537,,Mark Zuckerberg
laugh-spoof,data/in_the_wild/2290.wav,0.0,2.0571,,Barack Obama
laugh-spoof,data/in_the_wild/2347.wav,3.8406,5.8722,,Boris Johnson
laugh-spoof,data/in_the_wild/2353.wav,0.0,0.5103,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/2429.wav,0.0,0.6957,,Winston Churchill
laugh-spoof,data/in_the_wild/2432.wav,0.0,0.5318,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/2432.wav,2.2966,4.7383,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/2432.wav,10.9792,11.4792,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/2432.wav,12.9818,13.4895,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/2432.wav,20.1134,21.7331,,Alexandria Ocasio-Cortez
laugh-spoof,data/in_the_wild/2477.wav,0.0,1.2361,,Bernie Sanders
laugh-spoof,data/in_the_wild/2477.wav,4.9443,6.6012,,Bernie Sanders
laugh-spoof,data/in_the_wild/2481.wav,2.2324,3.2676,,Louis Farrakhan
laugh-spoof,data/in_the_wild/2482.wav,0.0,0.6606,,The Notorious B.I.G.
laugh-spoof,data/in_the_wild/2494.wav,0.0,0.5,,Queen Elizabeth II
laugh-spoof,data/in_the_wild/2537.wav,8.1812,8.9843,,The Notorious B.I.G.
laugh-spoof,data/in_the_wild/2547.wav,0.0,1.75,,Bill Clinton
laugh-spoof,data/in_the_wild/2586.wav,0.0,0.5,,Bill Clinton
laugh-spoof,data/in_the_wild/2586.wav,4.5425,5.6718,,Bill Clinton
laugh-spoof,data/in_the_wild/2603.wav,0.0,1.9253,,Louis Farrakhan
laugh-spoof,data/in_the_wild/2644.wav,2.0153,3.9695,,Bernie Sanders
laugh-spoof,data/in_the_wild/2832.wav,0.0,0.5,,Bernie Sanders
laugh-spoof,data/in_the_wild/2846.wav,0.0,0.9598,,The Notorious B.I.G.
laugh-spoof,data/in_the_wild/2846.wav,7.5524,11.2402,,The Notorious B.I.G.
laugh-spoof,data/in_the_wild/2847.wav,21.2289,22.9757,,Robert Kardashian
laugh-spoof,data/in_the_wild/2855.wav,0.0,1.75,,The Notorious B.I.G.
laugh-spoof,data/in_the_wild/2859.wav,0.0,0.5,,John Cleese
laugh-spoof,data/in_the_wild/2865.wav,0.0,2.3613,,Norm MacDonald
laugh-spoof,data/in_the_wild/2920.wav,0.0,0.5,,Bernie Sanders
laugh-spoof,data/in_the_wild/2961.wav,2.5535,3.0969,,Bernie Sanders
laugh-spoof,data/in_the_wild/2967.wav,0.0,1.0909,,The Notorious B.I.G.
laugh-spoof,data/in_the_wild/2980.wav,0.0,0.807,,Alec Guinness
laugh-spoof,data/in_the_wild/2981.wav,0.0,0.5958,,Mark Zuckerberg
laugh-spoof,data/in_the_wild/3063.wav,0.0,2.0926,,Louis Farrakhan
laugh-spoof,data/in_the_wild/3086.wav,0.0,1.0051,,Bernie Sanders
